gene_id,A10_Ta18fBr_a,A11_Ta18fBr_b,A12_Ta18fBr_c,B10_CY07fBr_a,B11_CY07fBr_b,B12_CY07fBr_c,D10_Ta18mBr_a,D11_Ta18mBr_b,D12_Ta18mBr_c,E10_CY07mBr_a,E11_CY07mBr_b,E12_CY07mBr_c
FBgn0236604,1588,1470,1301,1725,1406,7254,1680,1604,1884,1501,1566,1516
FBgn0242787,414,377,342,450,387,2175,367,450,461,440,379,377
FBgn0236603,1560,1236,1285,1332,885,6164,1378,1425,1580,1400,1191,1087
FBgn0229569,2,0,0,0,0,0,0,0,0,0,0,0
FBgn0236602,6,6,3,5,7,22,2,0,3,6,8,3
FBgn0229152,629,543,493,507,411,2348,626,576,599,579,425,488
FBgn0229156,7753,9811,9181,11580,10835,58343,9409,11353,13201,8764,11007,10407
FBgn0229155,16485,14710,13853,17402,14531,73884,17673,17931,19131,19792,16191,15073
FBgn0229567,1772,1109,1332,1020,743,4134,1755,1633,1643,1451,918,872
FBgn0229158,5876,7036,5822,6283,5547,30043,6620,7960,9468,5264,5822,5202
FBgn0237837,46,19,24,8,7,46,29,32,24,4,7,3
FBgn0237836,5028,4244,4078,4868,4204,22587,4510,4596,4994,5564,4292,4103
FBgn0228541,4,11,10,0,7,25,5,6,10,7,3,3
FBgn0228540,453,344,260,360,292,1379,408,399,462,437,323,290
FBgn0228547,108,60,57,0,2,42,100,82,120,4,3,0
FBgn0228546,4035,5282,4018,6185,6443,35498,5074,6281,7249,4302,6807,6702
FBgn0228545,60346,47718,46741,45227,35531,196308,64182,56462,73086,53533,42224,35895
FBgn0228544,551,605,521,522,484,2627,471,545,734,392,401,370
FBgn0241418,4551,3658,3591,3696,3227,18492,4168,4561,5222,3375,3439,3372
FBgn0241419,12,6,8,21,41,78,10,34,13,30,10,16
FBgn0228549,704,557,604,801,715,3946,787,723,926,887,789,606
FBgn0228548,1163,1078,1051,1370,1473,7700,1105,1135,1431,1378,1338,1328
FBgn0237260,20991,15833,15940,22719,17000,96754,24761,22041,23765,29254,22550,19061
FBgn0237839,71,45,38,65,65,230,43,35,40,64,43,54
FBgn0237838,0,10,0,0,5,7,5,6,3,0,0,5
FBgn0230151,2248,1751,1524,1639,1546,7776,1934,1989,2028,1959,1616,1430
FBgn0234344,7405,5951,5619,6916,6276,34599,7044,7404,8443,6314,6531,5974
FBgn0230150,99,76,59,43,45,291,65,79,83,82,47,50
FBgn0230153,106,45,55,119,85,402,73,76,47,85,81,102
FBgn0235788,13455,13309,10736,15701,14813,69598,14659,15004,17202,14111,14763,14522
FBgn0232560,0,13,11,8,0,40,6,5,25,12,19,15
FBgn0235782,4048,3553,3128,4389,3474,18678,4138,4040,4558,4964,3858,3313
FBgn0235781,440,400,372,504,428,2138,424,420,433,401,299,296
FBgn0235780,764,638,654,612,484,2645,737,695,786,723,612,503
FBgn0235787,0,0,0,0,0,6,0,0,0,0,0,4
FBgn0235786,936,879,788,1080,1251,6174,883,1042,1270,1108,1156,1021
FBgn0230626,197,281,190,545,610,3309,215,618,696,137,262,248
FBgn0234345,4049,3390,2935,3794,3406,18413,4332,4308,4478,4302,3855,3526
FBgn0230625,5923,5872,5072,7163,6635,34961,6520,6966,7947,6045,6945,6447
FBgn0238860,409,340,356,439,340,1933,390,403,472,449,406,294
FBgn0230156,3431,2241,2457,2370,1956,10679,4350,3942,3386,2928,2466,2127
FBgn0241476,9715,8905,7140,9654,8839,47890,9693,9903,10609,10396,9343,9483
FBgn0228097,19,26,61,54,51,90,39,58,52,53,24,35
FBgn0228096,1878,1699,1486,1850,1671,9110,1935,1923,2102,2029,1705,1626
FBgn0239848,9,8,4,3,2,18,10,61,6,0,0,0
FBgn0239849,416,453,323,153,160,811,458,446,495,167,132,115
FBgn0228093,10925,10000,8568,11112,9965,53051,11129,10947,12490,10836,10310,9311
FBgn0241477,4,9,4,6,4,18,9,6,4,4,4,4
FBgn0239844,13,8,7,10,0,28,0,14,14,12,10,9
FBgn0234565,3,10,8,7,4,48,5,14,11,7,2,10
FBgn0239846,3,4,0,1,1,13,4,30,3,1,1,3
FBgn0234567,0,4,3,0,0,3,6,0,6,0,0,0
FBgn0228099,11,4,6,0,3,2,0,10,5,0,0,4
FBgn0228098,372,340,230,347,230,1166,605,423,488,260,315,300
FBgn0239842,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0238864,3278,2821,2532,2426,2284,12115,3313,3031,3459,2680,2424,2273
FBgn0228522,0,0,0,4,0,0,0,3,0,0,0,0
FBgn0238867,0,0,4,4,0,0,0,0,0,4,0,0
FBgn0237801,504,325,385,230,185,867,535,2912,556,230,223,160
FBgn0228525,790,653,576,558,415,2588,884,737,819,756,556,484
FBgn0233214,0,0,0,0,0,1,3,0,1,0,0,0
FBgn0228524,169,132,144,236,244,1290,166,158,172,327,271,292
FBgn0237518,3600,3515,3116,3666,3348,17838,3721,3972,4422,3364,3385,3291
FBgn0236054,19063,16206,14870,16924,14002,74185,20017,19894,20953,21347,16080,14643
FBgn0228527,7963,6990,5627,6412,6258,32175,7664,8066,8711,7087,6178,6370
FBgn0232039,195,139,132,314,262,1262,186,154,174,371,292,240
FBgn0228526,165,121,92,62,51,358,179,127,125,88,59,50
FBgn0237512,9538,7692,6801,9621,8419,44203,10666,10145,10474,9343,8555,8748
FBgn0236025,1577,1250,1186,1437,1295,6530,1482,1409,1522,1681,1311,1259
FBgn0238707,37,18,11,46,49,328,26,45,28,55,65,47
FBgn0232926,1315,969,935,898,687,4300,1363,1415,1484,1257,931,872
FBgn0232927,468,365,369,358,277,1579,455,371,391,466,276,320
FBgn0236024,8388,7669,6549,9155,8222,46008,8152,8241,9549,8693,8150,7623
FBgn0232923,11444,12866,9862,14885,14871,78864,12913,14306,16632,11663,14858,14476
FBgn0232920,0,8,0,4,2,8,0,4,4,0,0,0
FBgn0232921,503,587,405,564,583,3195,517,643,717,445,514,617
FBgn0258514,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0236023,0,12,4,23,12,74,12,4,8,19,27,10
FBgn0232928,1087,876,831,962,837,4574,1193,1051,1193,1344,991,970
FBgn0232929,2,0,0,34,0,9,4,3,0,41,0,0
FBgn0234780,3,5,6,3,3,38,9,10,0,0,11,0
FBgn0234781,3632,3003,2849,3667,3195,16339,3206,3154,3963,3720,2937,2456
FBgn0276731,16,9,12,6,0,48,9,8,21,9,9,10
FBgn0276730,0,0,0,2,0,2,9,8,15,39,60,55
FBgn0276737,2,0,6,0,0,3,2,0,4,0,0,0
FBgn0236021,0,0,0,0,0,0,3,4,0,0,0,2
FBgn0276735,148,112,134,245,236,989,104,107,118,158,134,159
FBgn0276734,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0234788,25,2,11,17,22,93,13,18,23,19,16,16
FBgn0234789,15,18,17,11,10,108,24,6,19,17,17,19
FBgn0276739,0,0,0,0,2,23,0,0,0,0,4,4
FBgn0276738,2839,2396,2318,2790,2254,13178,2602,2582,2989,2787,2453,2211
FBgn0234427,4985,4168,4131,5126,3960,22101,5372,5145,5612,6219,4616,4198
FBgn0275678,352,375,264,514,492,2631,394,367,563,370,485,401
FBgn0237510,1672,1301,1189,1441,1338,7061,1701,1865,1697,1665,1364,1174
FBgn0232031,42,21,26,23,27,112,38,39,49,75,24,21
FBgn0234421,21,21,14,40,30,136,46,68,76,79,47,72
FBgn0238341,2130,1795,1518,1972,1151,6287,1638,2123,2056,2299,1640,1636
FBgn0234132,955,521,621,530,472,2305,872,655,810,556,442,407
FBgn0237513,616,658,513,617,563,2636,641,551,783,762,609,516
FBgn0234423,537,424,359,398,299,1563,488,470,523,459,384,247
FBgn0240169,46,58,34,5,0,16,33,29,48,4,3,0
FBgn0235052,11426,10623,8890,12571,11731,61163,11270,11958,13269,12021,12431,11321
FBgn0237514,0,0,0,0,10,25,0,0,2,8,6,0
FBgn0240166,3985,3511,3302,3670,3331,17663,3751,3814,4769,3325,3471,3020
FBgn0240165,855,680,633,549,409,1930,920,828,890,490,533,696
FBgn0240164,2625,2101,2224,1248,728,5419,2996,2522,3189,1301,985,867
FBgn0240163,599,413,346,71,64,416,694,567,746,81,59,49
FBgn0240162,9655,7281,6284,12814,11393,62501,10771,10618,11644,14625,13356,12856
FBgn0240161,1370,1039,963,752,624,3290,1333,1313,1520,932,775,544
FBgn0240160,8,0,0,0,2,16,0,8,0,8,0,0
FBgn0235203,22335,22219,18120,24552,24790,132795,24159,26180,29936,20840,26326,26293
FBgn0232036,8302,6683,6943,7878,5881,35567,9521,9008,8738,9961,6982,6337
FBgn0243159,795,673,683,577,497,2656,834,657,756,731,522,479
FBgn0243158,2562,1903,1956,910,705,3891,2664,2292,2746,1155,886,635
FBgn0243157,1441,1156,1186,1417,1147,5597,1346,1327,1358,1342,1145,1009
FBgn0243156,2118,1587,1630,2574,1933,10529,2238,1971,2333,3058,2378,1843
FBgn0243155,2640,2290,2089,2374,2095,11525,2503,2498,3031,2625,2249,2289
FBgn0243154,693,563,532,902,950,5112,569,550,595,1200,912,985
FBgn0243153,28,28,21,121,78,327,27,123,53,69,75,39
FBgn0243152,191,155,203,201,156,826,193,345,237,155,180,149
FBgn0243151,538,473,492,613,475,2854,602,557,618,685,578,507
FBgn0276885,288,413,371,89,89,523,179,268,388,79,63,68
FBgn0276884,7,2,4,2,4,20,1,11,2,7,1,1
FBgn0276887,53,26,31,40,21,96,71,29,39,48,17,11
FBgn0276886,0,0,993,1678,1467,7807,0,0,0,1475,1902,1666
FBgn0276881,2367,1948,1739,1967,1831,9438,2536,0,2678,2064,1929,1654
FBgn0276880,0,0,0,0,0,0,3,0,0,0,0,0
FBgn0276883,3305,2919,2522,3257,3213,17204,3536,3446,3947,3231,3075,2848
FBgn0276882,337,244,432,298,246,1640,467,356,551,306,405,246
FBgn0275467,218,254,218,184,222,1215,260,276,330,145,225,214
FBgn0276889,0,0,0,0,1,0,1,0,0,0,0,0
FBgn0276888,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0234428,55,50,29,53,20,171,43,41,59,38,33,19
FBgn0233033,5663,4934,4143,4772,4357,24799,5456,6063,6438,5072,5029,5195
FBgn0233032,305,215,183,185,190,975,227,260,288,245,188,199
FBgn0228193,0,0,0,4,0,2,0,0,2,0,0,0
FBgn0233037,1646,1678,1263,1446,1570,7833,1971,2154,2436,1663,1884,1927
FBgn0233036,1251,852,887,817,632,3784,1206,1103,1224,1082,729,688
FBgn0233035,41,37,19,13,14,64,56,48,76,11,13,8
FBgn0233034,1213,976,990,973,782,4490,1265,1235,1318,1164,837,883
FBgn0233785,18,11,12,16,31,156,11,16,16,25,24,25
FBgn0233784,24,8,16,8,8,35,56,42,40,17,13,11
FBgn0233787,196,151,181,176,180,978,203,178,162,159,175,226
FBgn0233038,14,18,22,14,10,35,75,69,59,44,37,36
FBgn0233780,3666,2532,2863,3614,2730,13754,4352,3933,4031,4623,3157,2627
FBgn0233783,674,448,526,642,402,2232,694,735,703,794,486,388
FBgn0233782,996,851,923,1073,851,4832,1618,1427,1569,1684,1282,1164
FBgn0232250,2327,2692,2352,2987,2890,13204,1934,2398,2981,2187,2839,2851
FBgn0237516,1415,1079,927,846,661,3531,1168,1162,1417,954,728,656
FBgn0236652,346,358,290,398,362,2155,302,357,367,320,330,399
FBgn0232257,986,869,763,902,753,4165,1197,1036,1275,1213,725,756
FBgn0234765,40,26,21,26,22,102,137,126,128,83,60,86
FBgn0229327,1250,925,911,1101,935,5084,1240,1158,1216,1267,1022,959
FBgn0237517,12,0,4,1,2,7,3,0,4,2,0,0
FBgn0236653,430,340,311,395,391,2508,411,417,533,359,416,410
FBgn0234221,36,29,31,74,75,318,96,37,58,120,98,107
FBgn0233257,10564,13747,11110,14583,14644,77685,11240,13211,18582,9709,12689,12741
FBgn0233256,0,0,0,0,0,0,4,0,0,0,0,0
FBgn0233255,2819,2228,2124,3007,2322,12826,2680,2763,2801,3747,2995,2467
FBgn0233254,1059,859,798,920,844,4721,1203,1073,1248,1170,951,957
FBgn0233253,3950,3351,3060,3700,3437,16760,4126,4254,4435,4629,3856,3370
FBgn0233252,1409,1094,1037,1300,988,4790,1098,1175,1459,1261,1072,939
FBgn0233251,4,8,0,27,14,67,4,2,12,26,21,10
FBgn0233250,2086,1894,1699,1154,1152,6855,1756,1936,1868,1259,1154,1145
FBgn0233259,7465,7104,6118,7801,7640,39532,6600,7584,8973,7322,7503,6941
FBgn0232074,2624,2773,2777,2309,1894,10406,3010,3383,3771,1986,1996,1934
FBgn0232075,0,0,0,42,38,173,0,1,0,11,20,11
FBgn0237556,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0232077,1,2,0,6,5,23,4,3,1,12,2,1
FBgn0237550,4445,4251,3591,2955,2603,14081,6159,4755,5174,2755,2860,2542
FBgn0237551,0,0,2,0,0,5,3,0,2,0,0,0
FBgn0237552,79,75,66,37,49,225,73,78,87,27,31,43
FBgn0237553,3424,2660,2951,3113,2391,14035,3872,3440,3922,4203,2821,2625
FBgn0232078,2,2,2,7,7,24,2,5,3,8,7,1
FBgn0232079,0,6,3,15,1,6,2,0,0,5,0,0
FBgn0084743,1282,1224,1111,1395,1318,6710,1323,1363,1467,1429,1171,1280
FBgn0236655,362,364,375,361,331,1946,443,465,476,326,304,264
FBgn0237322,0,0,0,0,0,2,0,0,0,0,0,0
FBgn0228197,4544,5818,4548,7172,6683,32533,5596,6982,7926,5036,6145,6298
FBgn0236656,706,549,567,645,541,3071,588,674,708,508,424,440
FBgn0240340,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0258429,6,4,6,1,0,0,6,3,6,0,0,1
FBgn0258428,2,2,2,0,0,5,1,1,4,3,2,1
FBgn0258427,1,0,1,1,0,3,0,1,0,2,1,2
FBgn0258426,0,0,0,0,1,0,0,0,1,0,0,1
FBgn0258425,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0258424,0,1,0,2,1,7,1,1,1,1,0,0
FBgn0258423,2,2,1,2,2,3,1,2,2,1,0,0
FBgn0258422,0,0,0,0,0,2,0,0,0,0,0,0
FBgn0258421,0,0,0,3,1,5,3,0,3,0,0,2
FBgn0240346,1760,1266,1424,927,1061,6361,1577,1701,1644,1066,905,648
FBgn0241780,2,0,4,5,11,2,2,0,2,2,0,0
FBgn0241781,45,53,45,106,68,433,38,41,63,67,88,89
FBgn0231785,848,744,666,543,372,2173,712,706,896,742,475,419
FBgn0241783,28,25,0,64,34,226,18,19,17,52,41,33
FBgn0231783,2002,1688,1743,1482,1375,6880,1930,1968,2189,1782,1503,1450
FBgn0231782,1067,1000,802,1065,1072,5507,1339,1369,1381,1270,1309,1369
FBgn0231781,4,0,0,2,2,20,2,2,0,4,8,3
FBgn0231780,1,0,0,3,0,4,0,0,0,0,0,0
FBgn0241788,6871,5177,5288,5246,4420,23732,7408,6835,8026,6978,5156,4247
FBgn0241789,0,2,4,2,0,18,0,2,0,0,0,0
FBgn0231319,13085,12788,10972,12676,12149,65394,14151,15195,18079,12106,13817,12982
FBgn0231789,0,0,4,0,0,0,10,0,3,2,0,0
FBgn0231788,4973,4333,4033,3482,3060,16388,5094,5212,5458,4006,3478,3299
FBgn0237715,126,140,117,251,153,946,230,186,175,214,164,143
FBgn0258946,2,6,5,1,3,12,4,5,7,3,3,4
FBgn0229960,9947,9255,7574,8112,7029,37140,10080,10339,10952,9162,7810,7514
FBgn0229961,32570,31150,28885,31773,31875,164649,37031,41133,44487,32577,35016,31891
FBgn0229966,0,0,3,0,0,2,0,0,0,0,0,0
FBgn0229967,3073,2893,2431,2309,2434,12863,3069,3383,3642,2544,2479,2659
FBgn0229964,657,524,420,420,477,2023,570,365,366,369,292,399
FBgn0229965,2,4,0,4,6,6,0,10,0,0,2,4
FBgn0229968,335,265,227,219,194,1089,326,304,364,240,198,214
FBgn0232781,21,13,13,10,7,35,16,17,52,3,3,10
FBgn0232786,374,304,255,303,264,1398,301,333,374,350,249,217
FBgn0231259,90,137,91,77,75,329,96,95,159,62,70,58
FBgn0231258,2629,3446,2598,3344,3644,20319,3343,3916,4640,2243,3558,3862
FBgn0231529,1182,950,1093,905,760,4356,1297,1267,1374,919,884,709
FBgn0236208,5,6,6,6,7,101,5,1,7,5,2,26
FBgn0258947,0,1,1,1,0,7,2,1,3,0,2,1
FBgn0236203,8,7,10,21,20,80,3,7,15,12,24,4
FBgn0231522,8315,7600,6165,7494,7600,40723,8198,8700,9820,7724,7271,7586
FBgn0231253,291,309,210,169,191,974,252,347,361,230,238,228
FBgn0231520,6,0,0,13,8,5,0,2,6,13,10,0
FBgn0231255,998,978,848,1268,1214,6199,1060,1128,1217,1310,1149,1340
FBgn0236206,0,0,2,0,0,0,0,0,4,0,2,0
FBgn0231525,7892,7094,6337,7902,6449,34289,8088,7956,8626,9213,7703,7268
FBgn0231524,9369,8005,7760,7934,6939,34812,8101,8015,8397,7793,5799,5594
FBgn0239068,0,6,0,1,0,3,2,1,1,0,2,3
FBgn0239066,89,97,84,18,23,40,74,91,92,13,4,4
FBgn0239067,1,1,0,0,0,2,0,0,4,0,0,0
FBgn0239064,20,26,21,53,33,217,26,20,28,58,31,37
FBgn0239065,1144,831,823,1139,786,4853,1242,1154,1285,1575,955,870
FBgn0239062,0,0,0,3,0,0,0,0,0,0,0,0
FBgn0239063,445,400,391,423,431,2145,368,373,468,408,413,374
FBgn0239060,15784,21462,19672,25233,24422,132420,21067,24775,30690,18257,25284,22324
FBgn0230788,2295,2062,1956,2175,1870,10016,2260,2195,2433,2082,1888,1605
FBgn0230789,41667,38218,33954,49002,44298,235961,45541,45519,52521,42308,43391,43887
FBgn0230784,27622,25438,23289,30462,29292,151309,29298,31392,35910,28770,32081,29538
FBgn0228234,3044,2396,2276,2480,1919,10275,3508,3034,3176,3010,2103,1964
FBgn0230780,9962,10468,8457,11000,9979,52681,9666,10810,12605,9937,10449,10231
FBgn0230781,109,116,75,87,73,414,91,117,132,84,65,80
FBgn0230782,16584,15338,13013,15162,14510,73653,17089,18485,19036,15660,15175,13853
FBgn0230783,1489,1085,1116,889,640,3931,1157,1098,1335,1235,870,841
FBgn0239358,9,18,12,24,24,118,24,27,31,34,24,33
FBgn0243334,69,56,43,44,63,326,68,74,84,62,68,42
FBgn0241397,13,16,12,18,20,77,43,35,26,17,20,11
FBgn0229735,74,68,70,208,172,978,96,73,66,229,251,172
FBgn0234274,0,0,0,2,1,3,3,6,5,0,0,1
FBgn0239356,159,150,172,60,55,448,208,138,207,50,69,96
FBgn0228015,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0239357,38,40,39,22,32,125,45,36,50,28,25,20
FBgn0239350,4,14,0,3,0,10,2,13,4,2,0,0
FBgn0239351,2,3,0,0,0,2,4,4,1,0,0,1
FBgn0258949,8,13,2,3,5,49,14,13,7,19,12,6
FBgn0239352,2,0,0,0,0,7,4,0,0,0,0,0
FBgn0236654,3,8,5,11,5,20,10,12,20,5,18,7
FBgn0239353,29,25,38,22,31,125,26,46,41,20,26,20
FBgn0068340,55,25,20,39,39,159,87,30,43,42,50,22
FBgn0230128,470,424,470,460,306,2119,531,524,551,603,548,430
FBgn0230129,4,9,6,3,0,2,7,10,13,2,0,4
FBgn0230120,44,31,48,52,41,267,51,68,58,46,49,27
FBgn0230121,951,936,785,647,581,2556,887,913,1128,634,562,576
FBgn0230122,596,756,545,473,442,2254,836,954,925,401,514,514
FBgn0230123,0,0,0,4,4,12,2,0,1,1,3,1
FBgn0230124,4,4,3,0,3,17,3,6,4,0,2,4
FBgn0230125,2722,4219,3363,3221,3685,18432,4013,4888,5933,2382,3688,3734
FBgn0230126,0,3,1,0,0,11,0,3,2,1,0,0
FBgn0230127,536,503,515,528,437,2357,559,547,629,543,376,384
FBgn0238339,183,173,166,34,35,155,199,186,282,59,38,27
FBgn0238338,489,327,384,450,339,1743,559,549,694,465,426,298
FBgn0240958,1693,1713,1390,2028,1632,9722,1779,1631,2133,1781,1855,1882
FBgn0240959,9774,10872,8644,9281,9244,50956,10161,10693,12081,7828,9240,9735
FBgn0240956,2,7,0,2,5,6,0,2,0,2,2,3
FBgn0238334,334,263,253,223,188,1078,331,384,369,187,245,211
FBgn0240954,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0240955,3,0,0,0,5,4,0,0,0,0,0,0
FBgn0240952,448,262,262,234,180,1085,715,452,385,350,243,227
FBgn0238330,0,2,0,2,0,0,0,0,0,0,3,0
FBgn0240950,8,3,3,5,8,4,8,0,5,4,4,0
FBgn0240951,61,58,39,26,18,88,27,42,33,16,14,19
FBgn0235570,3824,3542,2748,4087,4166,21315,3703,4142,4333,3421,3937,3930
FBgn0241872,1346,1097,1084,1131,1282,6262,1202,1228,1468,1399,1257,1116
FBgn0241873,3333,2911,2714,2929,2287,13061,3479,3329,3839,3965,2711,2497
FBgn0236117,3582,2866,2763,3481,2736,15168,3146,3278,3650,3747,2833,2520
FBgn0241870,1053,891,844,1210,810,4550,1218,1091,1213,1410,969,867
FBgn0234955,17731,17158,13971,20073,20075,102140,15759,17581,19556,19332,19771,19491
FBgn0228233,410,352,317,180,194,1078,462,446,446,225,232,248
FBgn0234957,5168,5053,4297,4988,4884,27190,6298,6538,6295,5466,4937,3945
FBgn0258833,7,8,14,15,9,56,8,10,19,9,11,8
FBgn0234951,1960,2007,1665,1631,1790,9261,2009,2343,2491,1763,1852,1810
FBgn0234950,107,80,107,124,103,631,78,90,116,77,59,56
FBgn0234953,2840,2371,1362,2043,2252,8415,487,578,718,258,139,234
FBgn0234952,13499,18813,12768,18692,20273,114627,14994,18667,21188,11945,17587,18891
FBgn0241876,1177,977,1056,1221,1183,6832,1956,1494,1144,1254,1446,819
FBgn0231311,2384,2135,1921,1440,1214,5795,2441,2482,2632,1893,1366,1323
FBgn0234959,927,753,759,808,645,3532,1204,1054,1106,1056,720,758
FBgn0241877,16015,21878,16196,24570,24559,125855,19728,24112,27491,17586,22527,22434
FBgn0238258,58,34,41,44,39,173,56,36,53,20,28,32
FBgn0238259,2,0,4,4,0,1,4,0,4,0,2,2
FBgn0241874,6211,5533,5381,6099,5583,29900,6418,6870,7783,6155,6047,5422
FBgn0236116,60,41,45,35,19,136,68,69,81,40,21,27
FBgn0238252,12,8,13,2,10,18,13,15,18,10,2,2
FBgn0238253,0,0,0,8,6,11,6,4,3,3,0,2
FBgn0238250,996,878,916,982,876,4950,1064,1064,1180,935,991,969
FBgn0241875,9566,10077,8291,7878,8424,49614,9595,10807,12361,8708,8999,8949
FBgn0238256,4370,3827,3439,4225,3757,18362,4126,4536,4669,4380,3638,3192
FBgn0238257,0,0,3,3,3,9,2,0,3,4,6,0
FBgn0238254,905,668,653,1062,875,4432,840,828,813,1316,1003,891
FBgn0238255,3512,3200,2972,3571,3034,15915,3299,3209,3535,3853,3082,2926
FBgn0275772,6,10,1,21,19,52,12,6,7,9,9,14
FBgn0275773,0,2,0,0,0,0,0,0,0,0,0,0
FBgn0275770,0,0,0,3,0,3,0,0,0,0,0,0
FBgn0275771,189,241,196,358,375,1849,239,285,357,255,301,332
FBgn0275776,0,0,1,0,1,2,0,0,0,0,1,0
FBgn0275777,0,0,0,0,0,0,3,0,1,0,0,0
FBgn0275774,0,0,0,3,0,0,0,0,0,2,0,0
FBgn0275775,0,1,0,3,2,11,1,2,1,9,1,0
FBgn0231312,800,789,664,90,113,593,879,935,903,136,175,162
FBgn0275778,897,907,620,1449,1239,6467,878,825,1127,1292,1164,1155
FBgn0275779,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0235315,13967,12872,9601,13181,13211,72466,14708,15112,16050,13088,13704,14332
FBgn0232304,1274,890,917,921,602,3696,1382,1220,1256,1233,810,642
FBgn0235317,13,4,8,6,0,11,4,0,0,10,4,0
FBgn0235310,0,0,0,0,0,2,2,0,0,0,0,0
FBgn0235312,0,0,0,0,2,4,2,0,2,0,6,2
FBgn0235318,6,0,4,6,0,6,8,0,0,16,0,0
FBgn0235319,744,123,114,128,100,526,290,94,144,363,66,103
FBgn0067976,21,18,12,15,9,102,33,20,16,6,17,19
FBgn0241744,736,643,620,615,537,3112,833,759,934,807,538,562
FBgn0231313,2,0,0,0,0,4,0,0,0,0,0,0
FBgn0241745,3490,2985,2780,2583,2148,13384,3437,3477,3874,3266,2684,2335
FBgn0028750,10770,10973,10359,13650,12613,63510,12202,13979,16097,11230,12268,10759
FBgn0241313,0,6,0,0,6,16,6,3,4,3,0,2
FBgn0242538,1810,1339,1389,1681,1408,7290,1763,1578,1826,2081,1552,1290
FBgn0228615,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0238526,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0241747,1115,860,918,915,795,4283,1136,949,1310,1157,833,775
FBgn0233642,13,18,0,29,24,132,16,17,8,33,27,22
FBgn0241740,2821,2277,2318,3163,2694,14561,3151,3382,3493,3464,3255,2984
FBgn0241741,2,0,11,5,1,19,14,9,4,6,5,0
FBgn0229368,38,21,13,22,9,94,57,46,41,28,20,10
FBgn0242142,4267,3995,2548,4445,4308,16811,3919,3580,4779,3288,4063,3932
FBgn0242141,10,24,20,20,23,70,26,25,30,26,28,9
FBgn0242140,59,43,60,53,47,215,72,49,61,35,42,46
FBgn0242147,8960,11947,10343,13041,12009,63533,10381,12682,14912,10893,12076,10750
FBgn0228611,2871,2730,2555,3003,2665,13248,2720,2757,3122,2915,2602,1963
FBgn0068236,2876,2107,2139,2533,2274,10745,2666,2452,2686,3028,2229,2021
FBgn0229360,63,32,57,37,52,230,52,36,46,73,45,35
FBgn0229361,1056,1010,937,1214,1023,6368,1110,1035,1142,1205,1155,950
FBgn0229362,373,5,0,160,18,276,249,6,15,360,68,4
FBgn0242148,644,515,504,506,383,2323,569,561,684,596,418,380
FBgn0229364,23,18,2,19,13,47,12,22,18,12,2,7
FBgn0068235,10,1,2,61,2,20,3,0,7,44,12,4
FBgn0229366,2,2,0,4,0,16,2,2,1,0,2,5
FBgn0229367,5,0,2,4,0,0,0,0,3,0,0,0
FBgn0228378,1002,813,744,979,840,4510,1117,1076,1108,1236,1192,928
FBgn0228379,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0068234,2496,2494,1885,1745,1819,9304,2536,2484,3237,1506,1730,1748
FBgn0228370,2322,1172,1046,1817,1420,5817,922,570,1166,778,652,817
FBgn0228371,1580,1237,1130,1454,1153,6649,1383,1455,1544,1652,1239,1225
FBgn0228372,2635,2145,2028,2207,2050,10001,2427,2659,2611,2483,2063,1944
FBgn0228374,14592,19951,15275,18725,20613,105157,17173,22258,25428,14120,19000,18713
FBgn0228375,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0228377,0,2,0,0,0,0,0,0,0,0,0,0
FBgn0068122,17239,16415,14116,12654,12785,68089,17440,18660,19455,13986,13465,13726
FBgn0068121,249,182,365,222,149,593,361,277,420,298,148,181
FBgn0068120,21,36,38,100,90,486,27,40,47,114,114,113
FBgn0068127,457,431,340,343,320,1792,522,447,502,374,326,333
FBgn0068126,626,856,1408,921,653,2232,1293,1019,1389,1161,845,998
FBgn0068125,1297,593,1083,1301,462,1999,1166,539,1136,1263,543,590
FBgn0068124,16073,13843,13456,14525,13336,67085,17611,17618,18944,15096,14243,12744
FBgn0259036,10,16,15,10,9,37,4,4,2,4,0,1
FBgn0068129,149,109,85,139,110,584,128,134,151,132,83,102
FBgn0068128,1425,1299,1232,1730,1379,7121,1524,1517,1557,1739,1336,1355
FBgn0233644,40,13,19,26,11,75,54,73,47,16,15,13
FBgn0067973,468,363,361,375,254,1418,634,661,704,536,389,371
FBgn0234106,624,449,478,360,379,1606,587,633,736,556,437,355
FBgn0242495,2753,2669,2344,3259,3029,14945,2638,2738,3110,2952,3018,2752
FBgn0242494,439,387,456,449,360,1869,454,519,553,489,399,351
