genes,A10_Ta18fBr_a,A11_Ta18fBr_b,A12_Ta18fBr_c,B10_CY07fBr_a,B11_CY07fBr_b,B12_CY07fBr_c,D10_Ta18mBr_a,D11_Ta18mBr_b,D12_Ta18mBr_c,E10_CY07mBr_a,E11_CY07mBr_b,E12_CY07mBr_c
FBgn0068458,1210.711426,1128.440552,1203.692261,1262.796509,1076.98645,1090.091797,1155.137085,1035.03125,1042.250854,1292.049438,1011.666687,994.814941
FBgn0068459,0.699555,0.790105,0.50257,0.75908,0.25891,0.248949,1.86928,0.792732,0.213325,0.753408,0.656695,0.196227
FBgn0068460,6.343111,8.327774,6.059648,2.352881,2.075875,1.832677,6.067954,10.326382,7.078076,4.791111,2.512309,3.401648
FBgn0068461,0,0,0,0,0,0.136879,0,0,0,0,0,0
FBgn0068462,94.134842,77.493561,88.276878,85.220451,82.606697,80.06189,94.836098,80.069206,82.02961,97.374008,82.564064,86.410484
FBgn0068463,63.330933,66.781837,66.511749,57.778866,60.822033,64.218796,59.460423,56.73547,61.69434,65.02478,61.666634,66.719086
FBgn0068464,185.125381,171.577118,193.717758,159.542404,148.970413,147.258392,151.298569,162.215408,151.168365,153.483627,136.754669,127.675217
FBgn0068465,0.709785,4.547396,1.314414,1.481575,0.340102,1.494672,1.015001,0.187055,0.368216,6.611756,4.143471,0.435487
FBgn0068466,0.17803,0.881939,0.241831,0.22902,0.706964,0.310373,0.396582,0.15307,0.057953,0.761566,0.144895,0.10914
FBgn0068467,40.873543,31.982962,38.426327,37.31601,33.823772,34.049099,33.231773,36.19511,35.834923,39.467834,34.892227,30.356867
FBgn0068468,38.442303,34.949306,31.347494,34.796764,36.96183,35.977058,39.249367,36.845669,32.472797,38.858364,39.487511,36.875332
FBgn0068469,41.97324,46.273067,42.617352,46.353859,40.03265,43.000191,43.565178,32.334122,36.447201,39.80777,40.782688,41.42662
FBgn0068470,386.733521,381.345734,389.397552,431.746674,386.483215,399.261902,382.385773,348.845673,339.457977,416.390564,333.455719,338.910583
FBgn0068471,340.195526,335.255829,337.345154,277.448669,287.219025,294.509705,348.515564,329.433319,313.295197,323.004425,296.931335,280.827789
FBgn0068472,285.478424,279.29834,290.56134,258.388672,268.224213,259.917267,291.186401,287.067444,284.349152,298.312225,279.346863,265.613342
FBgn0068473,89.201607,119.795631,102.015144,119.361977,133.625946,146.345367,101.468826,115.214531,125.001144,89.30011,131.311737,138.751602
FBgn0068475,567.647705,508.792694,534.891296,577.632507,555.211121,593.265442,581.411316,565.31012,569.809326,681.484436,601.227234,598.35907
FBgn0068476,3.547927,1.683804,2.50598,1.01694,0.536528,0.639049,2.175376,1.785428,2.097931,0.704064,0.54104,1.076163
FBgn0068477,268.962555,232.158661,279.393188,321.872192,272.329498,272.040588,299.097717,245.702911,237.739563,289.868744,227.19899,218.894608
FBgn0068478,34.109348,32.373295,30.051548,29.684162,22.109795,25.464865,33.820423,33.647671,29.752275,35.927841,26.440468,29.913645
FBgn0068479,152.689865,162.849197,149.095749,203.421677,200.634766,194.273376,130.439438,142.538681,151.035782,167.947983,194.49762,199.869247
FBgn0068480,41.57066,45.223892,42.747467,43.504086,41.485031,38.931412,39.902744,38.739761,41.714912,42.708157,43.519573,38.77858
FBgn0068481,0,0,0,0,0,0.069833,0,0,0,0,0,0
FBgn0068482,1416.264648,1312.295288,1435.995117,1535.701538,1325.40979,1306.370239,1425.906738,1254.784424,1228.850708,1717.41748,1382.411499,1352.851074
FBgn0068483,433.02298,350.893036,415.030884,592.346802,449.645264,545.037415,535.569824,466.710907,439.543732,729.513245,568.985474,508.534058
FBgn0068484,22.002472,46.95034,27.957655,24.897877,23.344841,22.311138,24.100538,22.987539,24.143122,42.700901,22.695223,23.183121
FBgn0068485,106.01429,111.208893,109.05278,102.918976,116.26899,110.498856,102.161972,110.713547,112.176651,87.962616,111.382835,110.049995
FBgn0068486,5.869582,5.91369,5.846776,3.878001,2.656502,4.05899,5.794489,5.284234,5.90521,3.619834,4.263986,3.385947
FBgn0068487,3.443002,3.898519,3.102067,5.527612,2.893291,3.362337,7.737609,6.304152,3.299525,2.64695,3.290723,3.566305
FBgn0068488,232.636902,209.861343,230.870499,176.976562,164.029144,165.449036,219.287186,197.053741,200.656525,211.963272,171.182114,157.745514
FBgn0068489,0.270053,0,0.159004,0.043229,0,0.019162,0.040968,0.037136,0,0,0.040971,0.184674
FBgn0068490,8.724562,6.720726,7.729061,8.887974,8.274512,7.74027,7.732859,7.830333,8.569171,9.371013,9.227457,9.111471
FBgn0068491,949.936707,771.778992,893.030457,960.022583,860.356628,862.350647,1087.857422,962.01001,920.149536,1248.656006,962.502502,875.471313
FBgn0068492,317.003723,275.714081,297.29718,330.431427,306.050446,293.250946,317.132629,291.991669,278.659637,376.161072,320.059662,318.056122
FBgn0068493,133.123779,115.478989,118.330879,142.882217,140.218338,129.881363,124.43615,118.381042,116.056458,140.082718,122.683357,120.124908
FBgn0068494,449.347412,427.309937,439.841278,393.032074,406.288025,404.413452,501.097595,486.673859,468.455688,455.858368,442.074615,461.565094
FBgn0068495,0,0.151144,0.115812,2.282117,0,0.056793,0,0,0,1.509388,0.208751,0
FBgn0068496,157.947678,220.457672,218.193039,233.774841,226.754898,232.062134,189.859985,229.966843,230.686111,206.941284,247.699875,238.03479
FBgn0068497,3.228822,1.029743,1.858884,1.351511,0.529147,0.682252,2.044433,1.80121,2.203376,2.021633,1.427983,1.229475
FBgn0068498,30.75305,27.23781,29.502813,31.287066,26.698614,29.523947,30.231003,30.33345,31.506525,33.671379,34.937565,27.334146
FBgn0068499,63.171902,56.293522,60.130215,53.555363,53.125835,54.532433,45.965382,49.264118,51.383259,59.902885,57.814442,63.590611
FBgn0068500,136.074936,149.825577,135.022888,141.354462,175.825104,177.605682,131.95433,144.847809,139.925278,127.366791,170.538773,180.8069
FBgn0068501,60.650658,52.872723,50.730537,61.576977,62.505184,61.704517,61.836739,54.509571,55.248417,68.052856,60.837662,48.424644
FBgn0068502,0.351326,0.46476,0.185017,0.082555,0.244306,0.389961,0.174448,0.546726,0.316264,0.250543,0.641361,0.310999
FBgn0068503,31.08115,26.154066,24.397802,23.688721,22.614407,22.576977,29.369137,27.273706,29.67091,23.2139,23.690054,23.736546
FBgn0068504,0.45,0.023438,0.013763,0.601214,0.412058,0.087295,0,0,0.318953,1.349915,0,0
FBgn0068505,295.088928,254.695908,296.438049,180.073441,196.291733,201.651245,321.341217,302.861084,278.858429,201.442261,200.748016,170.663177
FBgn0068506,462.211853,509.98465,481.1987,427.66449,500.681396,507.171082,442.345459,479.132538,462.918823,398.43808,481.270691,537.39978
FBgn0068507,22.048162,22.882008,24.521864,37.994045,22.64222,24.059473,24.551344,25.053829,22.55113,27.871786,19.591599,20.941689
FBgn0068508,118.275269,134.639587,128.819839,117.984451,112.963539,118.570267,114.969193,125.330444,126.914513,97.605881,120.490776,114.248497
FBgn0068509,25.752945,24.751904,21.008923,14.836261,15.048512,15.194886,21.219692,20.696966,23.130693,16.96331,14.504025,14.298855
FBgn0068510,859.355347,742.408875,854.845947,898.401794,728.404785,749.831116,848.424683,737.258545,708.895203,995.100647,741.71759,720.023499
FBgn0068511,10.182325,8.88727,12.769917,10.081265,11.12051,11.61382,9.729465,10.495744,11.198596,10.327397,8.032902,9.761768
FBgn0068512,415.809509,348.898956,410.11557,444.543915,344.050293,393.640259,464.568909,444.748901,417.458191,598.362549,444.661652,412.125549
FBgn0068513,219.59169,197.841415,226.73613,213.364655,175.238953,184.165649,212.961639,192.183945,189.09906,230.302322,180.218658,171.538879
FBgn0068514,0.349443,0.4555,0.240962,0.663759,0.950864,0.835581,1.038556,0.550145,0.975944,0.5996,0.392326,0.236132
FBgn0068515,21.011793,17.801687,17.309149,17.62182,15.217042,16.417597,20.120827,18.516909,20.90225,19.135031,17.159204,18.691568
FBgn0068516,108.322983,122.121964,103.746414,89.290916,105.614738,100.515633,96.231361,107.788094,110.675697,75.53463,96.184944,110.898682
FBgn0068517,465.790649,386.570953,444.381042,410.07196,351.203186,360.345978,531.765869,479.495087,463.176086,530.085083,444.552155,377.147675
FBgn0068518,22.541861,20.967976,22.146435,17.735334,20.158783,19.620869,20.977476,20.512058,20.094105,21.403112,21.362839,19.503513
FBgn0068519,73.334412,74.781143,68.524727,69.048615,74.288025,75.826462,65.10022,71.219696,68.29734,62.911324,70.769203,76.434456
FBgn0068520,26.676474,25.102013,27.054293,24.50617,22.598413,22.01268,23.57551,24.428102,24.100595,22.694489,26.002056,22.701654
FBgn0068521,22.947552,20.154976,26.62722,22.305149,20.690954,20.728704,22.173117,20.302267,18.2169,20.649401,20.107033,20.775476
FBgn0068522,0.719502,0.665101,0.242522,0.355312,0.34419,0.329544,0.415501,0.439526,0.48436,0.084581,0.150675,0
FBgn0068523,184.580215,198.129623,187.593018,136.994934,155.445282,157.21109,164.090469,183.612595,185.511276,164.729645,162.935852,165.320557
FBgn0068524,114.4161,124.315872,109.275833,108.447166,122.739441,122.960533,114.655144,124.643608,121.815521,92.292732,114.064491,125.83606
FBgn0068525,73.179283,74.810875,76.18531,73.509079,72.729004,69.976791,68.697906,63.598022,60.068134,71.031944,64.260094,67.400162
FBgn0068526,540.594971,423.411469,498.976013,859.107056,776.624451,818.450867,403.324036,364.361481,388.109161,838.566956,710.997253,722.617615
FBgn0068527,0.0046,0.158491,0.300617,0.135501,0,0.05432,0,0.066232,0.125462,0.015526,0,0
FBgn0068528,121.027794,120.024315,119.135941,88.676453,106.461662,103.089226,99.465767,106.100258,110.484566,111.733879,100.264717,92.206238
FBgn0068529,0,0,0.523949,0,0,0,0,0,0,0,0,0
FBgn0068530,18.556597,6.399276,7.928612,2.902801,2.529505,1.620382,9.674807,15.50408,6.478226,2.350409,4.348607,1.186331
FBgn0068531,123.093307,37.086288,48.358486,114.383957,30.006809,57.712173,248.504791,42.861866,22.129856,249.896286,64.28923,57.052879
FBgn0068532,278.131165,256.172424,269.612823,289.935181,260.443573,283.654724,252.275467,245.150406,235.70784,312.336456,274.137085,256.401245
FBgn0068533,25.023369,23.412361,26.457577,16.96188,16.140882,17.99272,23.976034,22.490494,21.712334,19.486866,16.790106,15.436596
FBgn0068534,80.372002,86.802979,85.011963,89.160728,86.497673,96.24958,82.693611,88.743904,82.720459,76.260864,90.59314,92.529747
FBgn0068535,242.812485,240.592056,240.961426,271.703308,252.839798,266.13681,255.627701,244.130966,249.573105,297.69165,268.747955,266.929138
FBgn0068536,1.875316,0.983705,1.118896,0.918692,0.702186,0.827342,2.138231,1.001753,0.606971,0.219915,0.729698,0.274858
FBgn0068537,1457.463501,1322.546509,1370.376221,1553.72876,1641.245605,1716.513184,1728.765381,1614.585571,1412.442383,1813.053345,1812.376831,1779.564575
FBgn0068538,71.64753,68.147141,65.666687,48.291176,49.2187,51.782864,64.626198,68.925026,62.846798,51.299641,52.771751,54.228092
FBgn0068539,170.311844,155.834091,156.346573,165.699539,160.77887,160.548035,181.569031,180.40004,168.256699,197.785751,181.095566,186.923065
FBgn0068540,48.836464,42.188309,44.356079,47.483414,45.341316,45.831009,44.870045,49.056664,41.631393,46.706139,42.018799,45.475121
FBgn0068541,1041.75769,950.156128,1044.869141,1062.051636,1001.156189,1034.089478,1198.216187,1145.882324,1126.421143,1366.852051,1159.996338,1057.668945
FBgn0068542,837.377319,770.462036,826.007446,855.885803,742.788269,772.678284,959.166687,872.293579,855.945679,1135.913452,914.875488,862.088562
FBgn0068543,2893.932861,2781.969482,2815.490234,3376.813477,3146.618896,3116.190674,3174.774414,3027.92334,2960.448975,3795.039795,3438.2229,3325.230225
FBgn0068544,355.139587,326.10495,367.5625,377.035278,346.990662,337.591003,382.16507,369.336243,355.933197,423.972015,379.022278,328.667175
FBgn0068545,1508.817139,1975.233276,1905.551758,2167.266602,2294.608887,2340.61084,1790.71936,2093.680176,2148.006836,1685.663208,2374.598389,2379.260742
FBgn0068546,0,0,0,0.990623,0,0,0,0,0,0.832083,0,0
FBgn0068547,0,0.088763,0,0.582748,0.10386,0.207838,0,0,0,1.30834,0.19518,0
FBgn0068548,924.882141,898.741638,965.138367,800.886414,826.369629,869.236328,1084.008057,1073.800537,983.97052,1029.701416,910.045898,888.649292
FBgn0068549,1790.041748,1701.923218,1808.326782,1748.807007,1763.764282,1783.08313,1872.312988,1857.459473,1706.32666,2071.785889,1952.063721,1759.023682
FBgn0068550,2.041718,3.426267,0.711262,2.679401,0.596933,0.579517,2.708198,0.088796,0.337245,4.748601,1.701271,0.366602
FBgn0069454,0.109726,0,0,0,0,0,0,0,0,0,0.081595,0
FBgn0082377,1.095609,0.929452,0.181124,0,0,0,0.110836,0.07053,0.187921,0,0,0
FBgn0082378,265.524872,245.426697,258.443817,216.937927,214.32576,223.021027,267.513519,249.75441,222.45285,261.702881,225.622192,207.712555
FBgn0082379,143.436203,139.571503,139.648193,156.04393,151.264465,147.86412,117.195305,108.656929,114.864662,157.473862,138.69075,148.067993
FBgn0082380,18.922426,14.790907,18.411522,19.930561,17.052031,17.776445,31.464638,29.748299,28.806511,35.340069,34.407124,28.770302
FBgn0082381,15.316023,13.848522,14.402125,16.953485,12.772242,15.659907,15.550089,15.589516,13.58705,13.186945,15.429752,14.030876
FBgn0082382,104.075653,101.123459,96.342735,100.691399,99.227554,100.22065,111.362488,104.331001,103.483406,117.949913,107.106514,107.710564
FBgn0082692,0.301986,0.272256,0,0.191245,0.274603,0.278878,0.21764,0.210504,0.235787,0,0.318857,0.217515
FBgn0082693,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0082694,0.342127,0.211121,0.111964,0,0.10128,0.058419,0.73188,0.169146,0,0.395366,0.049934,0.046918
FBgn0082695,0.726803,0,0,0.707392,0,0.109782,0,0,0,0.733011,0.553394,0
FBgn0082696,0,0,0.152865,0.124681,0,0,0,0,0,0.081826,0,0
FBgn0082704,0,0,0,0.098468,0,0.047833,0,0,0,0.061428,0.053363,0.022308
FBgn0082705,0,0.093827,0,0.059426,0.275015,0.145665,0.028415,0.141295,0.070253,0,0,0.064253
FBgn0082706,0.066924,0.149012,0.47309,0.202495,0.19839,0.134741,0,0.251335,0.031989,0.126323,0.073569,0.543661
FBgn0082707,18.450043,13.876781,15.589896,13.804246,7.236308,9.054112,12.061872,13.987104,12.235895,11.412106,10.454405,9.279028
FBgn0083321,0.084944,0.055062,0.019219,0.047661,0.016997,0.037393,0.090311,0.04074,0.074283,0.080575,0.077545,0.072496
FBgn0083324,4.378752,3.670274,4.348733,4.093037,5.152958,3.391363,3.492502,4.165202,3.877825,4.232414,4.528258,4.324837
FBgn0083329,99.029282,105.146072,101.805496,98.074883,105.888985,101.160316,102.055565,112.786034,103.644516,103.861885,101.373764,112.526154
FBgn0083330,324.603638,384.885132,359.133057,349.361145,371.654724,375.889923,322.076721,384.952118,399.033844,291.202667,377.797516,383.088135
FBgn0083332,18.436821,20.194313,19.335758,19.82785,20.901022,19.835901,16.697073,16.534433,16.497225,19.951166,17.848564,18.790941
FBgn0083333,58.599731,61.109829,58.155392,50.917023,43.608482,49.480888,52.761127,52.358273,51.676758,54.457371,46.75301,47.501694
FBgn0083334,44.775253,46.127766,41.194725,45.68961,48.853519,46.122547,43.249908,43.934258,42.418892,47.956924,41.456718,46.502644
FBgn0083335,0,0,0,0,0,0.009437,0,0,0,0,0,0
FBgn0083337,0,0,0,0.568864,0.43647,0.470304,0,0,0,0.344246,0.432982,0
FBgn0084067,18.41733,19.268667,18.535318,16.098158,15.98856,16.726553,17.434769,18.514067,16.871397,15.582455,15.725445,17.394388
FBgn0084085,89.464188,91.66787,86.331726,89.160049,88.029808,91.661522,85.096069,84.390709,84.506958,85.442085,83.308159,85.952354
FBgn0084129,49.625683,61.596851,54.25565,55.677914,67.48436,69.864182,51.558689,56.886486,60.314434,47.575287,64.706955,76.160133
FBgn0084145,19.877928,18.720644,20.145548,14.783613,14.925025,15.424539,17.118687,20.332943,15.052489,12.023658,11.901788,11.424518
FBgn0084146,131.422791,159.32489,128.659271,124.818901,149.107956,145.902832,127.29496,155.477982,150.099457,93.717079,137.582367,160.549133
FBgn0084173,54.285778,53.729473,51.915413,51.68317,57.426216,58.187958,51.449955,51.887222,54.238148,55.387154,56.207752,57.935551
FBgn0084220,1.807229,0.477294,0.945105,0.357717,0.161008,0,7.875717,1.53494,0.238248,0.121292,0.494877,0.318514
FBgn0084224,0.620684,0.532321,0.27429,0.775469,1.128348,0.704855,0.49045,0.456896,0.528264,0.67831,0.503361,0.515872
FBgn0084295,47.606873,51.706638,44.590462,43.664791,49.551006,48.315758,40.982803,44.924976,45.14764,36.54768,41.237244,46.527622
FBgn0084316,454.956909,450.711945,439.890259,463.417908,435.453979,432.044708,509.006805,488.144287,481.000885,551.148071,505.819427,494.954224
FBgn0084345,77.122871,73.376053,73.98774,64.580307,60.676655,66.694321,66.961761,68.626114,74.911285,62.588406,56.019577,48.452347
FBgn0084412,0,0,0.275144,0.199723,0,0.385667,0,0.319263,0.292808,0,0.184268,0.202218
FBgn0084434,37.496578,39.695152,37.876625,38.078564,41.381554,39.969616,37.076786,41.359039,42.942898,32.674492,41.796211,44.203793
FBgn0084441,1.452094,0.297189,0.490204,2.669297,0.275499,0.801225,0.379776,0.128411,0.118176,2.689335,0.412812,0.107339
FBgn0084444,0,0.166058,0.444078,0,0.050451,0.15968,0.086328,0.229011,0.110265,0.1296,0.128416,0.33241
FBgn0084477,0,0,0,0,0,0.037911,0,0,0,0,0,0
FBgn0084486,0.15379,0.16302,0.067157,0.263333,0,0.069625,0,0.083907,0.126971,0.082229,0,0
FBgn0084489,133.722946,114.447289,133.648956,124.927612,109.815353,124.252373,135.335129,127.167999,125.805099,150.131241,148.223984,134.731247
FBgn0084497,16.005947,24.043861,21.260347,28.384218,31.68195,34.439678,21.336636,21.859982,25.77285,17.611547,29.374456,32.923416
FBgn0084503,25.739977,29.821865,24.280884,23.007032,26.764132,26.286943,21.89846,22.401421,22.963915,22.708326,24.813562,27.40534
FBgn0084506,0,0,0,0.281187,0,0.052388,0,0,0,0,0.05418,0.189543
FBgn0084525,12.959703,12.378141,11.963475,13.907373,12.85719,12.012702,14.900563,13.945403,12.435575,18.127586,14.17062,12.746318
FBgn0084542,12.088143,12.586061,11.276932,9.709383,11.871148,11.357399,11.106244,11.535375,11.994001,9.580679,10.533501,10.359
FBgn0084548,53.837196,56.18507,56.943287,36.786224,35.29744,34.794716,57.330978,53.187885,50.524632,33.912598,34.044716,34.5331
FBgn0084549,48.484608,48.320839,54.539829,35.58437,36.10442,37.648182,44.777588,47.457157,47.131145,38.583347,36.493034,34.427933
FBgn0084564,13.463177,14.214543,12.011489,10.992217,12.710274,12.838467,12.130831,12.646583,13.09051,10.850702,11.577397,13.130746
FBgn0084589,0,0,0.166656,0.560484,0,0.007658,0,0.246561,0.114308,0.933194,0.074325,0
FBgn0084603,61.079899,65.244843,61.657825,58.054565,65.714005,61.98724,55.709202,57.858513,58.001122,61.700176,58.739964,61.525238
FBgn0084618,6.970653,6.950825,7.342211,7.026956,7.533489,7.985534,4.823653,5.973544,5.519967,5.434798,5.066948,6.191906
FBgn0084625,129.981689,107.24585,129.922455,89.606308,86.287888,81.343887,141.302704,128.43663,128.95311,104.330833,90.84568,80.010551
FBgn0084636,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0084643,81.582924,96.575172,85.409523,10.195419,12.181838,11.824734,59.95195,68.177963,74.357498,5.556277,4.662249,4.362101
FBgn0084693,0.137551,0,0,0,0,0,0,0,0,0.083811,0.216728,0
FBgn0084708,0.392373,0.761515,0.713037,0.32803,0.402154,0.28125,0.800453,0.841142,0.642673,0.324941,0.368608,0.310623
FBgn0084731,32.011372,34.805454,31.191879,35.115803,37.385662,37.015991,33.089867,33.013695,35.056595,30.602999,35.545292,39.688076
FBgn0084732,21.400394,30.987656,26.997427,40.292725,45.61702,49.862057,28.183744,33.440639,30.845346,25.439741,38.468643,50.725479
FBgn0084743,16.276562,18.031446,17.325445,17.739368,19.714855,18.987658,15.952444,16.615702,16.179333,17.012604,16.292057,19.766151
FBgn0084779,0.223277,0.183596,0.104644,0.127172,0.040058,0.092633,0.194333,0.194544,0.035663,0.154989,0.247428,0.108286
FBgn0084814,7.045152,5.984717,5.444181,5.036647,5.26223,4.367906,8.323168,8.284104,9.688652,7.464463,7.555532,8.097452
