MS_sp MS_st
1.2983071827 1.344860863
6.1988515455 0.3278340436
34.205257492 0.2374279546
0.4626735101 0.5856756259
1.2515727526 0.3404460694
2.2820463488 0.1022549545
0.9003848289 0.2035415217
0.6902780166 0.3440483211
2.1727550389 0.1372704095
4.5247226984 0.328144367
2.4064354606 0.6504050506
2.0380450687 0.5765914523
4.241562466 0.7531686733
0.7127580861 0.2406053987
3.8839332542 0.0726056209
5.8576566825 0.1711467877
2.4159844596 0.1193490593
1.5847266547 0.5704358466
30.113342761 0.9757039074
1.4510402885 0.2902844159
1.4141249602 0.2374573579
3.0818248925 0.2984899535
0.3367472174 0.4216658846
2.5640777862 0.533446024
0.5422855383 0.0900328713
3.8067392872 0.0437618575
2.9407150461 0.0259639675
0.5277032172 0.3437333058
1.2121247995 0.4411176299
4.2123079328 0.1808400228
1.1068936475 0.0832978029
3.1678702113 0.4297916972
2.4730060199 0.090012507
13.62604558 1.3623951648
1.1688737427 0.9094323898
1.6262078513 1.4817846261
4.0575461069 0.6936791488
3.8512575984 3.6609387655
1.2292229123 0.3440475991
0.16678074 0.2705850084
14.036880892 0.4999949288
1.7337443183 0.2759858498
1.4334103623 0.1930184739
3.8052737209 0.0674885212
8.9964421669 1.9220047248
2.5251292083 0.1909842774
1.4417687423 0.0988866069
1.4500709984 0.8392482249
0.4911314207 0.3443353502
1.5051585048 0.4043321555
0.5750652116 0.5015281606
0.2751466687 0.5713323121
5.2436207555 0.1804515167
0.3508105319 0.29640938
2.3818268886 0.9208994542
1.2688321649 0.1518656223
1.5977744543 0.2436914279
30.918040687 3.6868559141
0.4549704514 7.3035908689
8.8686759275 2.9450486201
2.9024882405 0.2917405944
0.594351785 0.2160182316
3.5215114265 0.5631401543
0.3705582945 0.2774506729
2.5057783178 0.6928156512
1.5544003226 0.2143687368
0.6499912737 0.4010764174
1.9121335736 0.6127361435
2.0715844369 0.7229631809
6.4714425367 0.3819825443
3.7635153138 0.096044614
2.2143114929 0.0945526882
17.093698303 0.4334882947
0.5772999641 0.3061323445
1.5154135423 0.1675326474
3.8572974958 0.5374132489
3.5792480359 0.1354746563
0.4887217487 0.2874293381
2.0644934707 0.2342152669
0.4027234823 0.4021443884
1.1525244917 0.3055805501
2.7753085752 0.1494372012
5.9302012512 0.097474767
1.311577539 0.4814336126
0.4223177061 1.6755449921
1.2643805395 0.2692338625
3.7631231857 2.4073999107
0.6500334486 0.2718592453
2.952221319 0.8337364244
1.293284118 0.2645369036
0.7469575426 0.1867356249
1.4749193139 0.0828506584
6.109690346 0.4396866596
2.4764447288 0.2448635417
1.354877286 0.085717901
2.6583176591 0.1090029874
2.9442281749 0.2404079287
4.8204398628 0.0673870896
3.1605149234 0.1399793962
1.3206436149 0.4031706931
0.3790656373 0.3476586742
5.0063895507 0.0763081126
1.5742380509 0.3570702061
1.1025174617 0.3922252336
3.1223077271 0.0867815251
1.1592165965 0.5429493652
4.7838078936 0.1854924846
5.7318795574 0.0219806375
1.6379869848 0.4071815317
2.5324338663 0.1867370073
6.4644939544 0.3420263529
0.8247789943 0.3084004758
2.859466862 0.1263964763
0.9122544096 0.1386074728
0.4286288829 0.813757103
1.0348233535 0.2558521042
0.4928964582 0.284097102
2.2116584182 0.3918509223
2.2834929588 0.3011511977
1.9926406303 0.2320364223
4.4787417435 0.9193603669
1.775541443 0.4005625405
1.0901834033 0.2613017918
1.1818659197 0.189074323
4.4935959281 0.2133933268
2.9895987292 0.2196027421
0.3678233544 3.5520794753
4.883468109 0.740436982
1.4489409322 0.6817142147
39.460219591 3.3520834159
16.449352147 2.9970907223
1.5517045152 0.3710697544
6.6722945074 0.4536865194
2.4137054869 0.1038155821
1.4207063855 0.1934276705
0.8405026992 0.2323101234
11.434610743 1.5327388272
5.6204458199 3.1161980993
1.3829489356 0.6239842079
15.228245509 0.2369842354
2.4608978159 0.2767113662
2.9535823976 0.5689806807
0.0149648215 0.864137715
1.5295755697 0.4160272742
3.0331188497 0.135977126
2.0636101308 0.2726224476
0.2916434748 0.3319918786
0.7295974776 0.2059741246
3.6781513059 0.6355086927
1.5019370406 0.3966795005
0.524271355 0.1930537424
3.6013431812 0.1477920056
2.3929385543 0.0516332542
3.8971354488 0.0622103644
8.5977744074 0.4226442191
2.580659443 0.2565614328
7.5037707665 0.9893395629
2.1800866307 0.1511484084
0.4924108814 0.5799255661
0.3726949949 0.5294451394
0.8146171376 0.6798600291
3.0449673535 0.4605749905
1.8543141581 0.1845713823
8.0765237103 0.3545365722
0.5443280523 0.1819411122
5.4604619165 0.1082727656
8.7216493163 0.0535045745
1.7790037687 0.5243788873
1.6396134663 0.1028167515
2.2024540435 0.5493847642
1.2926390654 0.2698639308
5.6137535436 0.2989837687
2.6125462832 0.1130866554
1.4731035629 0.8372700665
1.168456929 2.0109713983
2.2900407026 0.1877797329
2.2657818601 0.6963508715
1.4260455547 1.3858178813
3.3435657645 0.2236973567
0.5608905079 2.4871013293
8.2482178001 1.7534880989
0.912055511 0.5581821046
1.8881735549 0.2662581511
5.4725520861 0.0908489308
3.5741376612 0.0803962634
0.2062145689 0.2043202409
0.1295196992 0.9601914054
8.9858367638 2.3871528906
1.5732144983 0.3792399289
0.788575371 0.3381987184
2.6614672611 0.0323223311
0.4718517203 0.3751676846
2.6333434622 0.0895934991
7.2803442762 0.1093959127
2.0590813586 0.1038178652
0.5029058965 0.148720634
5.7708301437 0.0874426151
0.5359358788 0.4197020877
0.1522483569 0.2033555918
2.0048137171 0.3641450035
6.1033749996 3.6327046353
8.0892462185 1.0476825124
0.4933567882 0.182654867
2.120682977 0.2507066696
5.8497303876 0.6318676024
0.2846597357 0.2821335027
3.8487277159 0.1529110937
4.5278553229 0.0329831426
5.3515611283 0.298961451
2.081756629 0.1399293813
0.1480360135 0.4290948427
4.5043399954 0.3437745463
2.3786214863 0.4518549292
2.6093976893 0.4547704349
1.4977444286 0.2597003342
0.7944429537 0.402017678
2.4229789846 0.5482957746
1.4774583539 0.4691044146
0.4591398062 0.7494782969
1.1607651412 0.5951543519
7.9026333943 1.3699728185
2.3487556613 0.2862019154
2.805784605 0.1138819113
0.094783518 0.6021937888
7.1844584212 0.1931400326
2.159687044 0.3562405181
4.7867208024 0.0677715781
1.4906351809 0.161037303
1.1735530862 1.5113313275
7.202316812 3.9518840088
22.119286103 1.2573913295
0.4787737482 0.4339158794
5.6701440978 0.1480820816
5.4901252769 0.0860841151
2.8226085415 0.7949523824
1.9413582296 0.3102444497
3.3794078073 3.7634064334
1.3463777733 0.1172229624
2.4287218635 0.29029281
3.0739385197 0.1024711474
3.7590059615 0.1130550303
4.4718234701 0.8993437532
1.1807322003 0.3570902894
6.3373668644 0.1222756394
3.9902142965 0.2395545715
3.5103924582 0.1763297215
3.8766702443 0.3400123152
6.0721047834 0.0848809956
3.1807515735 0.110823024
1.4972933563 0.0910856075
2.1018777374 0.3618239802
0.1906558807 0.5759411484
1.8484498397 0.328191095
2.4730335246 0.2253517397
0.8943205424 0.105124973
5.0660686786 0.3395953041
0.565632696 0.1649338465
47.159111103 2.5222276017
3.8557358617 0.2327490738
