MS_sp MS_st
3.8072745524 2.1807533335
3.3611591036 0.2421756793
2.0844093993 1.8906795858
4.052306206 3.4046051275
2.6471826324 1.1425409837
1.5497303717 0.1808787503
0.551916587 0.409569343
0.3558668572 0.5173995054
1.2451466142 0.2876117762
6.5375983299 0.5205446294
1.0845059524 0.1625131901
2.9508743311 0.0968091639
2.2429992214 0.2402045626
9.4123977228 0.9816396256
4.47026331 0.1677391029
0.2631258472 0.462739338
2.8680113588 1.7806355748
1.1211882728 0.3443863974
1.379505956 0.2700402297
27.372478534 3.7450335709
0.7347816926 0.149916461
2.4050954711 0.2007166142
0.0694645242 0.850183307
0.3827449299 1.4997185013
0.0172753939 3.5885048276
15.830157204 2.8190221322
1.1597286476 0.7333870552
0.6551610037 0.7025263213
0.30238098 1.0338886793
1.8237554322 0.1871688292
3.3271762569 0.2783378907
8.3435177539 0.0645202876
3.0132495292 0.0959034407
5.4393751902 1.0399404493
3.0765644041 0.0499255923
8.1569856025 0.0450244722
4.1949944689 1.2812125161
2.3713022837 0.4417336656
1.3168688762 0.138670449
1.7954041371 0.2307587835
0.8693188523 0.3964892996
2.2860667498 0.2311276637
10.945572393 0.2132915302
2.4296464411 0.2009407756
0.7026836475 0.0631481223
0.5571734765 0.238724432
2.8607475609 0.0755105487
0.8571358102 0.0990679947
0.0334384486 0.7496137673
26.821755813 3.9977526679
1.9323668057 0.2057391686
5.438760658 1.4555400728
0.4309586503 1.073622991
3.5367671115 0.2469475662
11.026322199 0.9804338281
2.1524472591 0.3580790181
1.0075572262 0.9684576742
3.6918022641 0.3471762623
13.50697972 0.0496902324
0.8005669085 0.228562996
4.2650219247 0.202793926
1.6765812997 0.4755220684
9.2002064056 0.1230560248
0.2069071848 0.4825792143
1.6331028935 0.984217372
4.5061011888 0.1741142203
9.1024380822 0.2899432538
1.4412802584 0.3525242359
2.0348167596 11.007889457
2.0073629089 0.096703944
26.830164855 0.828309369
0.6245063587 0.4009652231
0.7975593928 0.3555053251
1.8158665203 0.5929366416
1.0006230825 0.2540624562
1.0847079877 0.2390200146
0.1629361008 0.1842300878
1.2023064628 0.5025372571
2.7315130896 0.4670176784
5.9738957015 0.0451226613
2.4939753446 0.1088869624
3.5009872084 0.5103286272
3.2600011154 0.2938689599
12.692368557 0.1173771176
7.7045115472 0.2666297542
1.9306405006 0.7616820074
0.8630744315 0.8691490564
1.8328365034 0.1286823967
1.0533222725 0.1955964699
21.859981077 4.6105842741
1.2398693782 0.0535922807
53.859815455 0.8599268342
0.503178781 0.5685718388
4.8427493153 0.17782495
1.2697188831 0.2150328398
0.116953774 1.4159954546
0.4374028996 0.3664929577
1.393183182 1.0514502706
2.1824746616 0.1234338588
1.3435635519 0.0568916241
7.5494730307 0.071609061
3.9537988805 0.1262528194
3.9401110401 0.151949226
2.7633274248 0.249351345
1.9914192427 0.5310598482
2.6985540494 0.0955884621
3.9403399043 0.4403232397
2.5848588614 2.4378040056
5.725301934 0.8915296137
9.2495398496 0.0780415952
10.920072759 0.3841042333
0.1846201591 0.7525958369
1.1275344365 0.3350253006
8.8043315733 0.2786740654
1.7385731382 0.2090236721
0.4458483386 0.3140898532
1.9485914727 0.3106888457
7.1926728246 2.07491638
0.1177358032 0.3335307521
2.4456647507 0.1810994408
2.0380269865 0.0706133902
4.8323046311 0.0505024115
1.1390042943 0.3634528373
0.9470836197 0.2855400947
3.5218856059 0.2087478337
3.3512046423 0.0845854717
1.8192017513 0.0795783531
2.7853872218 0.0990460033
0.7657511715 0.1448387999
53.172842241 1.7482875377
1.8426559587 0.3034846016
5.5077499379 0.5661602829
2.9224674565 0.1185966097
1.273537073 0.2438992685
1.1478702521 2.0426561769
0.9497984744 0.326192179
2.7560637993 0.1297105042
0.4265266387 0.5765891699
10.672952681 1.3250864329
1.6136727326 0.5311820272
37.743868588 1.2501316529
7.9151117058 0.139559995
2.7838762502 0.0852097986
0.29885751 0.1899427267
15.257437361 2.3999144992
1.4633188553 0.6447919542
6.4487228463 0.4604430861
4.9067045639 1.9649918775
0.4577987871 0.5510106081
1.3289194708 0.3585163569
7.5176853462 1.3132704358
0.1987668916 0.2654865569
0.3869387809 0.1685548422
4.0795502016 2.0105172331
0.2289489429 2.9719834359
20.809528433 0.7402498181
2.7718909492 0.6155231982
0.4275802487 0.5277210907
9.9655635644 0.4772727694
1.3519027741 0.183706111
0.6677962474 0.3004453147
17.351974471 0.7908614717
4.3582514848 0.1028395996
1.5551257052 0.1129958512
3.7410332638 0.5563680987
2.2795734594 0.1969971932
0.119306496 0.1856506928
2.7017664619 0.196291621
3.1368080419 0.3183720291
5.8704868523 5.1504624955
12.25922648 5.2357484758
3.1705101457 0.1795793698
4.2021448248 0.4439683453
1.4658722563 1.1939030106
2.3978146014 0.8837921023
2.8489571245 0.1992270839
2.2596986137 0.0596227819
19.671038706 4.9645078157
4.2258486298 0.1439207498
9.1278765569 1.090038758
0.41475032 0.2877291085
11.174662315 0.7305712236
1.3906628321 0.1406567408
0.7235692301 0.2109174101
16.52000178 1.1528014577
6.3966947544 0.3128346484
3.1143458247 0.1011241385
2.1865871733 4.4404607937
2.1698530487 1.0400694717
4.0695089472 0.4732843233
7.2521542999 0.1831048258
6.5509644386 0.2946987138
3.6556410755 0.8852273026
1.7115050961 0.2050792298
5.3492411904 0.8961165792
2.0753112886 0.059258556
6.4554323784 0.0710923371
1.350772558 0.2535459118
3.6974311712 0.3185838854
0.2128144002 0.2757938776
0.5502438222 0.6358449404
4.5332451224 0.4028807212
3.4276265634 0.3296737462
10.240963367 1.7140658546
0.1777592051 1.0183385208
0.2867248532 0.2865303932
1.8729956609 0.3076981054
1.4394707337 0.3843578978
3.9906665841 0.3115980232
4.5197443191 0.3870941519
2.8933051558 0.227868777
1.4145717009 0.3123668801
4.4287178012 1.2436933804
12.423716852 0.5077286604
1.177011428 0.1979043171
2.463639495 0.2339537866
2.3490793359 0.2668233717
30.662195905 2.6437148938
0.4085594879 0.5085093581
3.6250197092 0.199038047
0.0879756252 0.3306403842
4.8144582956 0.4100892401
2.0342331432 0.2245976104
0.3697283517 0.8908346259
9.4975471911 0.1835881648
1.9838438634 0.5238171853
0.2254499638 0.6660639925
2.1056358148 0.0999324154
2.6754158202 6.815008365
14.036581351 5.7849996134
3.9835505412 0.139173857
1.4801073813 0.4944932871
2.2078706002 0.1383518749
0.7819457313 0.4295380294
4.2953312764 0.3198133446
3.568478789 0.3109814791
2.2050042706 0.68843778
2.9243326997 0.0913729697
0.0042519746 0.3025327418
0.0053126297 0.0591515961
15.084945442 0.5436866482
5.5605868462 0.2703657543
2.7152900471 0.0800095381
2.1617280924 0.1194411015
7.1291305794 1.1015677368
1.122041267 0.1681374215
3.1731172391 0.6132401061
1.4753586383 0.8853690729
1.1495929747 0.8142856592
0.2214959648 0.1567727097
1.2636573209 0.4454592834
4.2583880306 0.1754738262
28.23747541 2.0878297761
14.190146644 0.1174709529
0.9730136955 0.4240689581
3.3567656816 0.0767225893
10.319787916 0.1700531338
5.1593445826 0.0969028769
2.2931757691 0.065099485
2.8584210183 0.1570524202
0.1593064287 0.9277225099
0.6638078181 0.3528532132
3.2023568715 0.4148493422
2.9556620512 0.1062124176
12.346111034 2.2671675918
1.5402347863 0.3907032512
3.8034833881 1.6780663323
1.0860785082 0.4610140009
2.4652724305 0.0806472934
1.6634743813 0.2530610614
2.2962244187 0.3241413748
0.5900734755 0.4445405098
0.0387961421 0.3260186793
6.6561876248 0.0361161079
0.9831733442 0.386633099
0.6182296272 0.6371836766
2.8199251539 0.1770840851
0.7879339467 0.3221304395
1.7500012276 0.2001854827
2.2351435568 0.1202419211
1.7035796481 0.0692344047
1.6905360774 0.2510179522
1.9538706845 1.8068830783
0.3597455406 3.1403901433
3.2501494718 0.6327987312
1.9886463768 0.2153100464
0.2442799406 0.322445687
0.4242891285 0.5180746505
2.0741828957 0.8009294969
0.8487888971 1.3853073042
3.7450014873 0.0304038231
5.706359571 0.1325301864
2.1686575646 0.1953949159
0.5517350387 0.4319136273
1.7338719229 0.2762809647
5.3935725242 0.0503899129
4.1942128445 0.4481949156
3.4260820133 0.1394057591
3.9596687626 0.1069021899
0.7500230876 0.2951950365
0.0032256708 0.2582660384
2.7996728827 0.1012324942
5.5620753044 1.2071803626
1.6856441466 0.2663243815
1.3072220292 0.1229567655
2.5455978168 0.5462197059
2.4407279561 0.296728805
0.2422557726 0.2630925272
1.2040799597 0.2768091564
10.192546118 0.1695516199
3.3054346576 0.0844086986
0.817239809 0.8451532668
3.0541504174 0.231565057
3.3366915354 0.4763718933
2.0324187681 0.1492753868
1.3064545018 0.201547141
0.1004827982 0.7164658105
4.2519602915 0.1455333553
0.8784750659 0.0884064809
4.866052696 0.3332040448
2.8164364553 0.1544828921
1.4432271953 0.2118063856
11.389542376 0.0898052457
0.9990655934 0.1346792264
3.9545616695 0.0504299704
1.2482940055 0.4143548506
8.8052146664 3.5586743441
1.6183278649 1.186915762
3.059079653 0.0496032431
4.6393608904 0.0882651514
1.0411426412 0.2064257893
4.1099122402 0.2200064701
8.3656291758 0.2993774842
3.0342392527 0.1228159072
0.8759585729 0.4199300334
0.1284607989 0.3250713555
1.5016354524 0.281075958
0.3961472664 0.3904748829
1.7995577684 1.7811873092
1.903131393 0.2794176571
0.8831412564 0.2464080804
1.5640082616 0.4970340874
1.1532820811 0.2955625763
3.2179185276 0.3259536987
1.2092746051 0.4602547519
0.15384574 0.3839488629
7.3889687965 0.5877849406
0.917801965 0.2485792918
3.1893435889 0.163376511
2.1006050475 0.1420696908
1.112704782 0.0787092241
0.3860261013 0.1186437891
1.5197986705 0.2929172943
3.0906913095 1.6427020685
4.5020929477 0.0839247707
4.3327382439 1.213217454
4.7793536754 1.4259354103
1.4597832788 6.4668095592
21.882071988 0.3223086132
17.894942186 2.8243960043
3.0139191242 0.1006150398
3.9580853546 0.0953945602
2.4098812471 0.1759309832
1.173863749 0.2442541439
6.5012833167 0.8938110783
2.337968449 0.1561532988
14.185859213 0.4196566346
1.9793550637 0.1412924707
2.445018964 0.1423687089
2.9453048071 0.0825445503
37.37454787 0.3799475245
4.0083127208 0.0819474256
3.2899950957 0.0861477527
1.3452420965 0.4553833355
0.098935535 7.455084079
4.9500781547 3.8980620463
9.5257929749 0.8644956112
1.4173591878 0.2781831283
8.3776699975 2.7936837092
4.591014869 1.5332533309
1.3827007886 0.3839373996
36.938470732 0.4170148702
0.4596999802 0.2735352366
8.4624729929 0.6704667508
7.4233628368 0.1664062733
2.999644028 0.2215653075
0.4126343463 0.2366157258
1.0689018311 0.1716643494
2.5420849612 1.5192738123
4.6449464807 0.3945634169
2.8814599432 0.0930121402
2.9349638032 0.4963961808
7.6103216074 0.1234354696
12.035332757 1.9248266012
2.182627752 0.4368082485
1.3772111697 1.2717439557
2.2408070094 0.4875850148
3.2986899534 0.0799934745
2.7941247053 0.2138707689
2.9072062514 0.1194209645
4.5941319128 0.3553114357
33.190622714 0.1014654172
1.2937914032 0.5471397379
1.0756893617 0.1929779748
1.9901654308 0.1229896885
2.172465839 0.0976564413
0.3485460711 0.2198331178
2.5807002741 0.2332584657
2.9044207506 0.4537858326
2.2645027392 0.8981564311
1.5981314571 0.4824332475
4.2847340206 0.6044565996
0.2902226671 0.1487269508
4.1571494659 0.0761021464
5.4733573229 0.1444050247
2.9845596915 0.1710774674
1.0850389366 0.2755206435
31.790057215 0.4671969155
1.6593127816 0.2752756999
1.3515149012 0.2313126655
2.7613177379 0.1742598096
1.3232334286 0.2896378488
2.6869980928 0.2424100479
0.2509735127 0.2080526133
3.3967648213 0.0813983998
2.7819027973 0.0871981198
0.1211726448 0.4061044608
1.3913334393 0.0737668903
3.8621005771 0.2590484422
1.0132967328 0.1798804568
2.8834572221 0.4216703766
3.063106334 0.1003556023
9.5724429856 1.4561452606
0.1718482234 1.620266509
3.4649640874 1.0517209088
3.9123189624 0.7071485039
9.2581955208 3.5394945599
1.1979193214 0.4095463127
0.0984538369 0.4920338135
13.593163124 0.8467480546
0.7858363051 0.5839142611
2.3602375938 0.0718451714
3.7034881064 0.039954321
3.8806501568 2.1408220581
2.6396941085 0.1388936069
1.5075619242 0.2111965598
0.9361742072 0.778668638
0.616309208 0.327288695
1.0920296542 0.14892778
0.5806942633 0.5092071297
0.0364119735 0.5605326556
4.9058336739 0.1526667954
1.1454481025 0.1284078192
2.6475661005 0.7693611481
1.2567486159 0.1709508215
0.7740711634 0.2994246119
35.018857083 2.692790459
1.9033525629 6.2887250096
8.6995205796 1.6254344615
3.2047956041 0.3280399107
0.7925998729 0.3990321857
1.9028505024 1.3730710897
0.430610572 0.2703456355
4.4379141977 0.508332485
1.3774474581 0.318602677
0.6477524919 0.4990889565
1.726849176 0.5741787726
1.9325301885 0.4340426847
7.5431111161 0.159163947
3.1046915867 0.0777220319
1.7213573419 0.2073180248
18.432732629 0.3172470659
0.7712138281 0.5274841516
0.8771988795 0.3740357983
4.4484869251 0.2902980107
3.7724095557 0.2107414956
1.138538495 0.2252911369
1.7408827649 0.2139670278
0.3777833942 0.2652045918
0.8861534206 0.2847512321
2.8915589584 0.0951131168
6.0055953996 0.0586765572
2.2141398848 0.3723992601
0.0549786569 1.8262632826
2.503933168 0.1965481828
3.9833841232 1.5682747963
1.015106201 0.1549024953
2.5463906738 1.0573238973
1.5167449329 0.2177770957
0.5971151249 0.0959643229
1.6276832419 0.110714394
5.1466398962 0.2929433058
1.8053584587 0.256795661
1.7925652734 0.0872956755
2.0710738568 0.2034644132
2.8316388482 0.1260802512
5.2088274604 0.060052854
3.063574581 0.1897465802
1.0789733395 0.32878602
0.008448241 0.3159167235
4.7606426491 0.066505968
1.3935148666 0.22198478
0.734230133 0.273921833
2.8884375405 0.0649557176
0.5283175364 0.2210168277
4.0922384945 0.1492722424
5.5348580057 0.0419194743
1.5835683644 0.4399537606
2.646274272 0.180505133
7.265625425 0.2879223541
0.3595194559 0.286674642
3.2425072474 0.12053241
1.2260166235 0.1741486294
0.9899004968 0.5877099335
1.0034131469 0.2468125995
0.9474752604 0.164537517
1.7898859137 0.3385750092
2.3273348524 0.3417945599
1.4045483919 0.4993491524
2.7700008984 0.6203772648
1.8119072763 0.2259789023
0.7671933558 0.184031273
14.733708586 2.8652270438
1.2963083502 0.5631713476
3.9800419751 0.2956417153
3.7387374389 0.2766930193
0.4083825844 2.3705218607
5.0809667952 0.8083447607
0.3906232457 0.5068879096
23.579422629 1.6739338391
1.8077016969 2.8336116984
1.8200217685 0.223536794
6.2188779368 0.2270119471
2.4510223423 0.1084742445
1.5573036589 0.1985415057
0.8798780288 0.3490668079
1.9301008944 5.2481858116
12.18767389 1.2650901956
0.5242060787 0.9103433347
15.295545172 0.3646939215
0.9963403669 0.3977585986
3.3027552363 0.300439284
0.4086476226 0.9314523632
1.3941472182 0.2655778053
3.6548285851 0.1382899988
2.573002621 0.2727480625
0.3861096369 0.488232485
0.2482195178 0.2757011981
3.6541634078 0.4195218099
1.3250027951 0.2336195035
0.4137490223 0.280969366
4.1688192731 0.1469731535
2.6096075274 0.119412772
4.7722276406 0.0481461931
4.9200973078 0.3927662383
2.8529581106 0.2816172161
7.7630432783 0.5771675731
2.3317327197 0.1347200128
0.5704860073 0.4611807274
0.3266205017 0.4450836222
0.5576976151 0.1287774981
2.4814469112 0.5774104135
1.6556258533 0.1259139791
6.79295575 0.6339876072
0.9699548578 0.2304735725
5.0522007469 0.0981239108
6.8438184233 0.149553632
2.2539793208 0.6476154128
1.2865652047 0.1645584766
2.5248937961 0.239801954
1.2529469768 0.5884670637
4.6987716191 0.5026788396
1.8637904656 0.1339970211
1.5541870122 0.8167878375
0.1725139179 1.8853524772
2.020721606 0.2434530114
2.6324198887 0.9076105827
0.7441735143 2.5653646242
3.2180820632 0.2251278938
0.6346598969 2.475978386
5.5338866081 1.2865533298
2.8295528274 0.7783502892
1.3584099811 0.3595057127
5.0184944191 0.0940567816
3.2274275358 0.1498147735
0.4057962689 0.2869408451
0.7075176366 1.3816622231
6.1955053455 2.9096248542
1.8178415106 0.3989128262
0.9262360391 0.222810362
2.7915898923 0.0334919748
0.3255409548 0.5391111111
2.6371277921 0.1079373904
4.7386408089 0.1417769461
1.7017702251 0.1400662242
0.8635952048 0.2209388923
0.6020273332 0.1777301233
0.7907350215 0.4484390479
0.1593048937 0.2061410857
1.6595104627 0.3819824282
22.321912728 4.0440595135
6.3728412857 0.9038741612
0.6362980006 0.1266897006
0.9173089214 0.1119525512
6.3514196742 0.6350249077
1.4031506665 0.3282442253
2.3215214288 0.2308352365
4.218187212 0.0660269715
5.1797175173 0.4008498101
2.0359728573 0.0925741201
0.2450236274 0.5165570086
3.1513828449 0.5058401255
2.4415184869 0.1711377856
1.6949808239 0.4983901419
1.1352133168 0.5296467222
1.1793072445 0.3554772027
2.2081663065 0.3299537101
1.8195973455 0.3452226288
0.7918051092 0.5422347874
0.7137566328 0.8441470744
6.319485399 1.2741676817
2.0905611905 0.1739034327
2.3571494341 0.0667672862
0.0466005506 0.5568377403
7.3069429876 0.1712228278
2.7084998106 0.1967171004
5.2059419802 0.1676503146
1.0248672492 0.2161287495
3.5650188557 1.0616496775
9.9910905318 3.8359497456
22.311075439 0.279850318
0.7173703962 0.3535749452
5.1651700174 0.1184376528
5.2580984435 0.0735437239
0.115821489 0.3679324988
2.5784389267 0.1903115359
7.8473003936 2.3847325619
2.0640299331 0.1808951767
1.9411784673 0.3011789409
3.2762959021 0.0627727927
3.1655269908 0.143574139
1.7869588528 1.4594756931
2.2771541662 0.3098502158
6.1033803131 0.2680740785
3.6412984284 0.1710273982
3.7003980845 0.1882535629
2.5588197741 0.4918303704
5.3706745836 0.0728487097
3.0515502725 0.0645602841
1.6601250934 0.0657305999
1.9237183352 0.1940079535
0.1033567631 0.4091322324
1.7883611964 0.2237189849
2.4757647063 0.1346649894
1.0424396692 0.3532344135
4.36781053 0.2748732686
1.6787138399 0.1993982664
43.481688359 2.8319304006
3.3616033134 0.1438950488
0.3781397765 0.5747002858
4.1315270932 0.1318701068
6.7110338965 1.1943775262
2.1811477873 0.1493732803
1.1688266567 0.2669758119
1.7404363085 0.2654117528
1.4548197776 0.2702273996
2.238234065 2.8935564396
3.5540794769 1.120482209
