"","gene_id","seqnames","l2fc","qval","sex"
"1100","FBgn0195646","Scf_2L",-0.377641417931229,1.53778390139378e-09,"f"
"1101","FBgn0195647","Scf_2L",0.135508244024742,0.00994714336748353,"m"
"1102","FBgn0195652","Scf_2L",-0.182098257137604,0.0151386748493472,"f"
"1103","FBgn0195654","Scf_2L",0.197647661635922,0.000106938021767879,"m"
"1104","FBgn0195660","Scf_2L",0.129948668920825,0.0454212652201058,"m"
"1105","FBgn0195663","Scf_2L",-0.112720694670826,0.00470267161919617,"f"
"1106","FBgn0195671","Scf_2R",-0.173919597429719,0.0109444598771779,"f"
"1107","FBgn0195704","Scf_4",-0.271116263254531,0.00471164430111059,"f"
"1108","FBgn0195705","Scf_4",-0.290898245222613,0.0029930261457952,"f"
"1109","FBgn0195706","Scf_4",-0.25504082722362,0.0102854807488267,"f"
"1110","FBgn0195711","Scf_4",-0.299857396011898,0.00116681105832666,"f"
"1111","FBgn0195712","Scf_4",-0.188276475661721,0.0398317813781665,"f"
"1112","FBgn0195718","Scf_X",-1.37642362842171,0.00124998415392472,"f"
"1113","FBgn0195728","Scf_4",-0.336173353834647,0.0247189570269361,"f"
"1114","FBgn0195729","Scf_4",-0.197158361144106,0.0303897420284473,"f"
"1115","FBgn0195730","Scf_4",-0.277595655911294,0.00181504079823495,"f"
"1116","FBgn0195731","Scf_4",-0.189939512311281,0.0414890110730442,"f"
"1117","FBgn0195732","Scf_4",0.455360037626166,7.24104896615214e-05,"m"
"1118","FBgn0195738","Scf_4",-0.267429662199677,0.0186945083129443,"f"
"1119","FBgn0195742","Scf_ICT25",-0.205850760229841,0.030764913236888,"f"
"1120","FBgn0195746","Scf_4",-0.124272549236955,0.0352097825566364,"f"
"1121","FBgn0195759","Scf_4",-0.304108068685546,0.0034064401965768,"f"
"1122","FBgn0195760","Scf_4",-0.390615572252473,0.000192685287437435,"f"
"1123","FBgn0195764","Scf_X",-0.412435411918194,8.95736938907265e-07,"f"
"1124","FBgn0195767","Scf_X",-0.482561263471139,0.000115819258240266,"f"
"1125","FBgn0195786","Scf_X",-0.164753012862515,0.0387042058267324,"f"
"1126","FBgn0195789","Scf_X",0.190135580308389,0.00231618701588501,"m"
"1127","FBgn0195805","Scf_NODE_39788",-0.808385261767777,0.00855740509082832,"f"
"1128","FBgn0195806","Scf_NODE_39788",0.278073777256899,1.57385751769662e-13,"m"
"1129","FBgn0195809","Scf_X",-3.12453425149628,2.58090252230232e-33,"f"
"1130","FBgn0195821","Scf_X",0.183874436709611,0.000838964208121384,"m"
"1131","FBgn0195830","Scf_X",0.730726458287584,2.24879773750275e-13,"m"
"1132","FBgn0195833","Scf_X",-0.216877232367366,0.00364383218483249,"f"
"1133","FBgn0195847","Scf_X",-0.179570860252463,0.0477281614281755,"f"
"1134","FBgn0195850","Scf_X",1.96859771208708,0.00103064522545048,"m"
"1135","FBgn0195855","Scf_X",3.2644886291291,2.14810369997512e-41,"m"
"1136","FBgn0195863","Scf_X",0.238453777262715,0.0473566596527068,"m"
"1137","FBgn0195865","Scf_X",-0.159463157307832,0.0260377725432276,"f"
"1138","FBgn0195872","Scf_X",1.71944841288672,0.000437081497895339,"m"
"1139","FBgn0195875","Scf_X",-0.26822239771713,9.46801989412345e-06,"f"
"1140","FBgn0195885","Scf_X",-0.328836339204362,0.00848963370125047,"f"
"1141","FBgn0195896","Scf_X",0.382277662206593,0.0293394029957621,"m"
"1142","FBgn0195902","Scf_X",-0.542649972244586,1.27982260762282e-11,"f"
