genes,A07_w501fBr_a,A08_w501fBr_b,A09_w501fBr_c,B07_FA03fBr_a,B08_FA03fBr_b,B09_FA03fBr_c,D07_w501mBr_a,D08_w501mBr_b,D09_w501mBr_c,E08_FA03mBr_b,E09_FA03mBr_c
FBgn0067525,44.693237,46.913425,45.06321,22.697107,39.36623,42.150539,42.014744,44.23737,41.606331,23.628439,27.40041
FBgn0067526,0.41154,0.390035,0.164021,0.171841,0.100477,0.147912,0.3081,0.086853,0.101312,0.021695,0.077678
FBgn0067527,0,0,0.065004,0,0,0,0.12322,0,0,0,0
FBgn0067529,0.49144,0.475954,0.598084,0.733876,0.697165,0.27387,0.441723,0.659794,0.409709,0.402339,0.602617
FBgn0067531,2.284504,2.494649,1.614767,1.851491,2.826055,2.73055,2.548597,2.698849,2.053918,2.008353,1.422747
FBgn0067532,17.74852,19.432518,17.31003,18.164623,19.509619,20.850578,18.611216,18.338648,18.509636,18.654276,19.806786
FBgn0067533,28.139198,24.537992,25.099152,35.036201,31.286423,31.737616,24.081532,22.391872,20.024843,29.601585,31.504894
FBgn0068582,33.898361,40.599113,37.860703,38.651566,34.446987,46.009239,37.69302,37.366566,38.102924,38.045856,40.837551
FBgn0068584,127.192314,153.080185,152.816238,131.207748,126.710587,151.082047,115.921471,122.156219,132.914505,126.6017,127.349907
FBgn0068585,787.314819,877.858398,865.971741,788.670532,841.649231,997.322815,797.970886,857.695312,844.184814,1017.61969,962.415405
FBgn0068586,180.869171,201.782623,196.57933,190.05188,181.982574,192.961075,159.225021,165.717972,166.956528,173.62085,169.386032
FBgn0068590,334.692902,417.372192,431.259857,282.4487,303.026855,360.508331,301.043152,360.507507,294.762848,291.177124,263.037109
FBgn0068592,23.189898,26.363817,27.481779,23.397398,24.011591,28.062908,23.490681,24.718489,25.599447,26.868532,28.197191
FBgn0068599,65.277977,73.248772,71.711014,60.634296,61.903389,77.535858,62.495235,66.735916,73.32605,76.485458,72.53981
FBgn0068607,49.982586,53.057247,51.571129,41.917637,46.849285,56.32515,41.198647,48.989269,46.006599,51.446373,41.585079
FBgn0068611,67.900406,77.318626,71.581093,73.49585,74.277817,93.572411,58.013844,66.985069,66.43737,75.21244,68.722916
FBgn0068618,30.634748,33.261925,31.246655,36.731071,37.772789,54.56023,32.796337,35.904495,33.144196,45.985107,41.134636
FBgn0068632,0.496032,0.770666,0.861321,0.152133,0.163176,0.083449,0.970565,0.854847,0.93764,0.231302,0.24246
FBgn0068641,78.981201,102.717964,111.097824,71.894569,80.16671,87.638229,99.103874,113.063278,110.596771,87.656395,86.599983
FBgn0068643,23.662161,25.923868,26.454653,26.742975,26.969496,36.610779,24.774527,28.255615,28.265543,34.949673,32.543407
FBgn0068644,0.392197,0,0,0,0,0,0,0,0,0,0
FBgn0068645,3.125635,0,0,0.207814,0.260958,0,0.584455,0.059833,0.102587,0,0
FBgn0068647,0.252558,0,0,0,0.220187,0,0.185624,0,0.076542,0.119643,0
FBgn0068648,29.048241,6.42758,5.631197,5.200726,3.209185,3.406973,14.837214,5.571751,4.161904,4.051074,7.414633
FBgn0068651,2.556634,2.426263,1.803853,2.244489,1.585904,2.101146,1.624384,2.022034,2.041928,1.762507,1.298159
FBgn0068654,33.749512,37.084446,37.601562,14.603626,14.489365,14.430282,25.43693,25.446331,26.333673,12.54031,11.225579
FBgn0068655,47.433544,49.396683,47.8908,51.636501,52.223728,61.910908,43.720455,45.094749,44.628159,49.756531,49.386341
FBgn0068656,33.731514,48.462376,34.506271,48.518623,43.454269,56.730213,35.989151,36.99218,27.980988,30.615582,37.479759
FBgn0068659,111.337631,115.589432,116.20327,136.099197,128.685974,126.512154,90.677353,89.752075,98.611511,113.616142,112.416946
FBgn0068661,2.007244,1.327954,2.315637,0.504424,0.205382,0.522394,1.292698,1.796348,1.943505,0.326149,0.232519
FBgn0068662,118.40313,137.906509,142.436493,81.844131,80.453377,87.941284,120.64962,130.984406,129.268234,91.478027,88.260483
FBgn0068665,20.888569,17.655304,17.347794,98.095985,104.484795,105.213402,15.361535,13.975652,15.386292,132.38559,141.334793
FBgn0068666,253.778091,216.15448,216.329758,163.17218,150.991898,136.272598,235.786331,219.723282,207.591599,201.24617,213.572769
FBgn0068668,41.31052,42.015659,44.227448,39.977894,40.858597,50.973103,40.051811,39.995914,43.123322,41.344379,41.83252
FBgn0068670,319.566711,311.523773,321.880035,276.772614,281.55896,270.778992,321.702148,312.50589,308.932983,271.553711,268.534027
FBgn0068671,7.245931,7.088221,8.857501,9.548665,10.263209,8.136677,8.760666,7.51261,8.497725,9.583216,9.645191
FBgn0068672,3.291866,3.94209,2.766124,3.454612,4.471693,3.681093,5.770434,4.415673,3.819036,3.026712,4.585134
FBgn0068673,390.399292,381.421265,383.823029,400.519348,425.481842,390.599152,411.905334,385.600281,404.312134,414.546417,421.031189
FBgn0068674,4.961383,5.28012,5.693211,5.668141,6.123224,6.143377,5.224349,4.357196,4.894444,7.041615,4.586932
FBgn0068685,31.453093,30.411551,33.594936,24.218901,24.218838,24.341482,40.665016,38.163132,44.020908,39.392899,35.436024
FBgn0068686,11.704622,13.017924,13.345256,11.688143,11.320514,9.976126,13.547675,13.117615,16.331171,13.430383,12.653813
FBgn0068687,81.660889,102.89048,95.480896,84.841118,85.239609,124.381149,76.927444,82.56739,73.115746,92.646553,83.128822
FBgn0068689,1.964806,2.79031,2.769523,1.485993,1.462128,1.599486,2.493513,2.126614,2.348948,1.07653,1.304546
FBgn0068694,43.702847,50.378632,49.686459,32.917274,31.541334,40.760479,45.818829,49.403843,49.400005,36.673397,38.868969
FBgn0068696,55.037376,64.219696,60.146225,54.26844,57.734238,64.552521,52.503197,54.301086,54.23613,54.883717,56.703728
FBgn0068697,96.55442,89.605484,94.052567,77.895287,73.802689,67.727585,90.958969,87.777489,93.324127,64.459869,77.010452
FBgn0068698,224.48793,226.569305,235.032562,221.247513,228.469604,252.121689,198.387741,203.841904,209.705673,229.523163,227.820938
FBgn0068703,24.513668,23.084341,22.178816,25.2057,23.443586,24.548565,17.526304,21.810373,21.955566,22.126232,19.940313
FBgn0068704,54.745728,61.855011,58.983601,52.121254,53.198235,63.203339,51.723328,55.212368,59.622993,57.510086,57.697376
FBgn0069472,566.177124,628.482178,573.229492,550.786072,508.597534,781.412842,464.238586,513.517761,410.968811,586.35791,517.342407
FBgn0069480,64.873993,67.791908,64.908257,64.323624,73.006386,67.618904,57.467152,58.074902,58.340836,63.50222,65.527382
FBgn0069483,0,0,0,0,0,0,0,0,0,0,0
FBgn0069486,0.320874,0.325297,0,0.22245,0.104926,0.116798,0.410168,0.346579,0.18126,0.117215,0
FBgn0069487,0,0,0,0,0,0,0,0,0,0,0
FBgn0069498,220.864563,229.32048,213.983032,224.93573,238.940292,236.232269,170.513214,194.149063,185.349976,218.342041,179.731049
FBgn0069499,0,0,0,0,0,0,0,0,0,0,0
FBgn0069500,0.201145,0.259585,0.326894,0.603761,0.349633,0.651434,0.498878,0.266994,0.224178,0.923572,0.960974
FBgn0069504,0.999964,0,0,0,0,0,0.147971,0.066497,0,0,0.036734
FBgn0069515,0.578326,0.097449,0,0,0,0,0,0.098196,0,0,0
FBgn0069516,0.171252,0,0,0,0.031445,0,0.031682,0,0,0,0
FBgn0069519,0.160374,0,0,0,0,0,0,0,0,0,0
FBgn0069520,59.875595,7.562198,16.81904,32.24728,37.778637,29.576414,57.968151,27.807642,7.209751,83.498726,23.562069
FBgn0069521,0.956858,0,0,0,0,0,0,0,0.208611,0,0
FBgn0069522,0.965121,0,0,0,0,0,0.176923,0,0,0,0
FBgn0082400,0.027813,0,0.057577,0,0,0.027942,0.042477,0.16567,0.088089,0,0
FBgn0082402,0.091502,0,0.398447,0,0,0,0.193526,0,0,0,0
FBgn0082717,0,0,0,0,0,0,0.021073,0,0,0,0
FBgn0082719,0.341662,0.807289,0.570735,0.219604,0.077884,0.436117,0.889902,0.943017,0.628247,0.348315,0.0626
FBgn0082720,0,0,0,0,0,0,0,0,0,0,0
FBgn0082722,0.374656,0,0,0,0.240125,0,0,0,0,0.602218,0
FBgn0082723,0.130363,0.115222,0,0.232879,0.125329,0.324098,0,0.124882,0,0.119939,0
FBgn0082734,0.256336,0.360774,0.095608,0.077254,0.146395,0,0,0.091037,0.317974,0,0
FBgn0082735,0,0,0.104968,0,0,0,0,0,0,0,0
FBgn0082736,5.556516,5.241013,6.609755,3.160794,3.742367,4.345961,7.535988,5.592486,4.902477,5.562946,6.438458
FBgn0082737,0,0,0,0,0,0,0,0,0,0,0
FBgn0082738,0.06841,0.337566,0.256546,0.015251,0,0,0.333801,0.078193,0.394283,0.084167,0.0861
FBgn0082739,7.380435,7.309973,8.913575,8.22446,6.029837,5.775213,11.761316,7.343163,8.09364,8.400383,8.956761
FBgn0082740,0,0,0.115345,0,0,0,0.158823,0.206829,0,0,0
FBgn0082742,0,0,0,0,0,0.110406,0,0,0,0,0
FBgn0082743,0.170402,0.163955,0.316932,0.671828,0.290854,0.448825,0.451726,0.12969,0.149652,0.546684,0.427571
FBgn0082745,14.349799,1.709662,3.353543,7.051316,6.386152,4.119897,4.024925,5.817767,2.364938,2.565567,3.275022
FBgn0082746,0,0,0,0,0,0,0.135169,0,0,0.153469,0
FBgn0082750,13.351362,16.186235,13.530805,15.225617,13.822948,16.963032,15.804001,15.511106,16.28978,16.137814,16.189503
FBgn0082752,133.674576,162.482498,148.820724,98.300789,120.187332,109.842667,146.168015,146.001434,166.384003,128.651413,119.707436
FBgn0082753,18.01137,16.266357,15.015255,17.226965,17.284857,15.758226,23.251818,18.419508,21.293642,18.581234,21.649662
FBgn0082754,34.912724,33.600151,33.612926,34.703854,33.436058,33.162514,37.53191,36.854385,35.762554,36.458096,36.0453
FBgn0082755,245.72905,268.03241,271.121796,245.043991,234.058167,242.068604,258.641846,257.85025,264.700928,233.292313,230.380386
FBgn0082756,31.438751,38.591125,33.279892,31.81465,29.697311,31.566236,31.709688,33.953072,34.258244,30.406605,12.845236
FBgn0082757,5.627726,5.992375,7.393879,1.653243,2.243423,1.719071,5.892277,5.884512,6.296007,1.229363,1.7984
FBgn0082758,48.716724,54.651962,44.893089,47.02037,42.743057,48.173454,49.817978,49.94014,51.579018,45.013008,44.446911
FBgn0082760,71.030342,77.491386,76.344299,65.150772,58.799076,60.662308,76.347244,69.562462,78.814697,58.648792,56.868511
FBgn0083414,138.663071,141.595657,149.019836,114.806198,119.059906,135.638748,147.467224,150.650955,151.399933,129.915115,130.057495
FBgn0083415,96.563545,104.780159,106.351486,113.901642,115.403358,154.289352,94.687973,104.034714,100.547997,130.661118,127.031525
FBgn0083416,84.674812,80.617302,81.051872,79.120247,81.856133,80.349823,88.108627,84.922935,90.380333,89.131264,93.958496
FBgn0083417,39.553699,45.072781,43.994907,42.772179,38.944393,42.302334,44.432632,43.010601,48.142437,46.988743,45.964695
FBgn0083419,354.613495,337.290192,342.400848,413.07605,401.03833,417.244934,338.047333,332.666138,361.447327,371.161865,371.855865
FBgn0083425,340.888916,340.495239,346.418793,315.801941,345.323669,325.196564,345.549072,336.806427,325.647278,320.957764,334.98526
FBgn0083426,22.402441,21.391973,24.402676,15.75464,16.287336,15.884436,20.988003,23.355806,22.528046,15.91222,16.246588
FBgn0083428,19.546558,16.722742,16.33297,8.544414,4.852531,3.578329,17.948757,13.308282,12.81916,4.527628,7.56566
FBgn0083429,0,1.314097,0,0,0,0,0,0,0,0,0
FBgn0083431,60.110943,78.47464,59.828579,67.843483,68.629021,62.938301,72.283714,46.232933,78.946442,78.429451,66.377266
FBgn0083432,143.888062,160.495941,140.559326,163.852158,150.479034,224.864227,139.262543,133.250092,120.412399,155.168335,161.028381
FBgn0083433,42.714581,28.282625,29.945475,26.883688,26.663235,27.471418,32.758827,26.967733,30.203211,26.98913,28.466452
FBgn0083434,138.628616,155.533203,166.520187,153.566162,151.10553,199.902222,135.141342,151.491943,132.223816,148.385117,132.648422
FBgn0083435,102.689362,122.849243,120.439026,111.462631,111.635117,132.660492,104.223969,109.407074,105.707893,115.060562,112.348763
FBgn0083436,183.944305,194.630066,200.214523,210.430893,223.543961,203.101883,206.861221,189.764481,201.614944,210.053589,199.972504
FBgn0083437,0,0,0,0.406258,0,0,0,0,0,0,0
FBgn0083440,13.9234,16.036551,15.809547,11.200263,10.573006,14.251176,14.697352,15.804578,16.869081,13.979597,14.002298
FBgn0083441,17.462936,21.341375,20.512558,23.259857,21.920649,21.584478,24.744127,23.474302,25.298117,22.384302,26.5047
FBgn0083442,275.002838,294.120148,273.380371,173.364105,153.695328,154.268784,242.303711,243.303986,262.363892,160.267807,173.043198
FBgn0083446,97.34787,94.910683,99.224541,102.87767,112.850471,128.560791,105.06105,108.750526,98.688728,108.477264,103.948662
FBgn0083452,1.191359,0.114232,0.086639,0.044143,0.166294,0.070676,0.24234,0.143484,0.036139,0.046133,0.165571
FBgn0083453,1.151362,0,0,0,0,0,0.09365,0,0,0,0
FBgn0083454,3.260036,0,0,0,0,0,0.127722,0.266787,0,0,0
FBgn0083455,0.777481,0.376136,0.121409,0.13891,0.258207,0,0.384897,0.382052,0.259481,0.247241,0.276164
FBgn0083456,104.753426,100.851089,95.548096,107.026581,101.699745,98.650749,100.433998,98.775307,105.913445,104.691589,104.385506
FBgn0083458,0.180138,0.080506,0.192277,0.15756,0.154281,0.385225,0.136615,0,0.089318,0.215344,0.098624
FBgn0083459,39.824799,41.269295,37.666672,36.59687,39.735157,40.339054,38.061924,42.341743,42.620476,43.377438,35.05283
FBgn0083461,10.854798,11.645044,9.695623,11.46872,8.955036,0,9.455465,10.671218,8.755655,9.218158,13.907443
FBgn0083463,0.151411,0,0.041433,0.145677,0,0.100725,0.03946,0.037085,0.116925,0.014018,0
FBgn0083464,32.983322,37.162476,31.880033,46.238453,45.127502,45.847214,34.481461,30.393496,39.180256,46.299,51.114799
FBgn0083467,3.946978,4.584311,4.614907,3.847781,3.85786,4.230935,7.170156,7.955632,7.34495,7.213172,7.115683
FBgn0083468,28.970112,26.904629,21.869795,18.744162,19.417444,14.395238,19.024643,15.644914,16.280689,14.08432,16.551149
FBgn0083469,431.891266,422.679169,425.030304,364.581512,369.554504,306.351898,396.451935,385.62674,414.206177,357.88855,346.463379
FBgn0083470,20.875835,21.497414,19.784565,20.033804,19.914892,20.274988,22.79558,22.015013,21.068184,19.031628,20.730583
FBgn0083471,46.638813,45.06855,40.159275,34.572861,39.067734,39.504097,38.675392,39.240795,39.402317,36.423004,40.202549
FBgn0083472,22.653612,19.651196,18.020536,22.663124,19.330563,18.314423,15.531399,12.59383,14.468107,11.875182,14.110383
FBgn0083473,17.030928,9.232284,7.317714,5.360853,3.797685,5.155361,6.197909,2.988227,4.724006,4.903551,3.629509
FBgn0083474,0,0.107905,0.279776,0,0,0,0.685186,0,0,0,0
FBgn0084053,15.340921,15.473839,15.425889,16.185747,14.26548,15.26514,15.696701,16.276474,17.732054,16.130341,17.560276
FBgn0084063,31.547348,32.795921,32.841484,36.37077,39.651207,38.548355,37.800034,37.812897,39.402199,41.76252,42.889637
FBgn0084073,56.552715,60.382366,58.075974,50.694443,54.007229,57.255283,54.850388,56.542927,59.439236,52.065765,55.539616
FBgn0084076,10.64372,16.410271,11.981831,12.509297,13.281978,12.560766,12.581366,13.96052,15.290661,13.804475,13.904031
FBgn0084078,61.955734,71.656792,66.445297,57.650013,63.326996,71.882629,57.900475,65.560936,65.424988,58.564068,61.954208
FBgn0084090,0,0,0.330707,0,0,0,0,0,0,0,0
FBgn0084108,1.529592,1.525956,1.381443,1.576638,1.451071,1.285008,3.724476,4.830368,4.152274,5.044631,4.317786
FBgn0084111,1.698152,2.240957,1.689459,1.643701,1.903184,1.863206,2.04835,1.745501,1.822326,2.247739,2.663151
FBgn0084138,1.665033,1.808924,1.384459,1.074209,1.26678,1.18815,1.539389,1.28499,1.315673,1.219959,1.195276
FBgn0084168,52.927563,50.112831,47.681931,57.906696,56.433052,54.846024,56.511822,56.106956,54.685261,54.80302,51.996525
FBgn0084221,22.701044,29.878496,27.524649,23.254122,25.650066,29.698469,25.148359,28.880461,26.099075,26.811668,27.770271
FBgn0084228,29.407017,28.279163,27.056128,24.711786,22.091057,24.85673,22.477322,29.47002,28.401506,32.599037,24.786901
FBgn0084229,16.314169,15.90432,15.61424,16.62051,15.352583,12.862193,16.173662,17.377922,16.322083,14.204961,13.961526
FBgn0084247,0,0,0,0,0,0,0.077156,0,0,0,0
FBgn0084321,182.709885,211.382462,215.437012,228.867538,230.594223,218.749283,179.464294,163.186325,197.768875,247.837616,248.686127
FBgn0084332,30.253531,32.276482,26.932417,29.278149,31.465178,28.703932,29.702827,26.611149,30.684402,29.081835,29.319614
FBgn0084335,918.434509,871.954163,933.2995,772.238586,808.3526,672.327698,1259.414062,1136.338623,1206.257324,775.70459,904.219727
FBgn0084346,0,0,0,0,0,0,0,0,0,0,0
FBgn0084420,0,0.012345,0,0,0,0.213001,0,0,0,0,0.16951
FBgn0084450,0.094262,0.05885,0.102257,0,0.045769,0.127713,0.072586,0,0.103968,0,0
FBgn0084451,110.809013,115.959297,114.182434,144.379303,155.532516,166.174332,106.59893,105.995232,107.432472,151.5224,157.385803
FBgn0084466,0.128298,0.046733,0,0.033499,0,0,0,0,0,0.200559,0
FBgn0084471,0.059663,0,0,0,0,0,0,0,0.144721,0,0
FBgn0084524,12.931923,13.77973,14.546417,12.860477,13.388841,14.396298,13.65534,13.369226,13.306336,12.263421,14.805063
FBgn0084546,192.315186,222.735794,209.939178,208.735138,200.009796,276.085022,173.552643,195.891418,156.310425,206.187958,175.222153
FBgn0084576,22.89876,24.056553,21.569483,19.691809,20.099064,24.729313,20.194389,22.631742,24.979492,24.835464,22.077562
FBgn0084596,1.019931,0,0,0,0,0,0,0.086172,0,0,0
FBgn0084620,69.015038,73.006096,68.051476,63.960499,65.92421,60.81163,71.668228,71.956429,72.431458,72.102005,73.425308
FBgn0084635,12.37143,13.443716,13.757995,20.117273,21.273121,21.71904,13.973165,16.029387,17.453016,24.547709,25.240343
FBgn0084645,82.543594,88.671104,86.956711,83.917213,73.78981,88.723946,87.572266,95.28064,96.960762,93.780045,91.456535
FBgn0084648,1.324111,1.301486,2.046355,1.269319,0.916925,1.665612,1.3604,1.737547,1.222576,1.04806,0.671955
FBgn0084735,0,0,0,0,0,0,0,0,0,0,0
FBgn0084777,42.567646,49.079361,45.699207,15.517711,14.647374,15.362077,36.739136,37.328438,39.394577,17.120098,14.386652
FBgn0084784,8.57478,9.147863,9.062936,8.167639,8.867217,9.399405,8.795442,10.073548,9.94628,9.629938,10.180418
FBgn0084788,22.249716,16.989265,18.038788,25.555355,25.051636,46.833466,21.109329,17.361107,16.740761,28.739613,29.85037
FBgn0084799,229.498978,228.410172,233.738922,262.71225,257.093628,246.012909,248.561462,231.367111,252.450226,260.819458,263.216461
FBgn0084802,31.984535,34.371449,35.314465,27.790876,25.358915,28.479338,35.718243,33.99353,36.218044,26.090961,27.772596
FBgn0084820,45.526619,50.962223,47.132027,50.597855,50.916512,74.803322,49.844288,51.409248,48.234371,59.619713,58.080715
FBgn0084823,44.820911,45.800945,46.412598,43.078102,44.321968,34.880527,50.878426,49.164165,48.846237,36.698757,44.168892
FBgn0084845,3.81199,1.339498,1.290859,4.674182,1.114023,2.775891,17.111332,4.53274,5.171323,1.774662,6.158692
FBgn0084862,0.226867,0,0,0,0,0,0.166973,0,0,0,0
FBgn0084867,50.550335,9.271406,6.111974,15.813904,10.6555,13.574007,22.618267,74.193665,5.515224,10.502765,2.795507
FBgn0084877,16.442844,16.654335,13.708666,15.11988,14.730059,12.376062,12.201451,13.731343,15.769839,13.565474,11.568084
FBgn0084900,6.119879,0.140198,0,3.574855,1.628862,1.378154,0.398393,1.276446,0,6.389352,0.384494
FBgn0084925,36.867699,41.130299,38.189255,33.267788,35.180542,40.349487,35.135895,39.721966,40.542107,38.043331,37.320389
FBgn0084931,0.11063,0.11028,0.241314,0.17361,0,0,0,0,0.219656,0,0
FBgn0084941,62.497555,69.88472,72.752129,64.492287,66.381912,77.76577,67.014381,71.37796,72.828384,77.696541,80.218933
FBgn0084945,29.141827,30.068213,30.681442,29.4825,29.294966,36.998062,30.834635,31.044594,32.979366,32.045395,31.786396
FBgn0084946,60.146954,61.872044,65.185066,64.470184,65.908203,63.874271,60.719845,61.001621,62.818287,63.042908,64.29847
FBgn0084971,9.366863,9.06714,9.677732,8.952934,10.133596,10.33835,8.479182,9.916353,9.270203,8.452437,8.28035
FBgn0085004,0.360499,0.466321,0.500409,0.473845,0.282562,0.591013,0.730259,0.780612,0.391613,0.305182,0.437808
FBgn0085026,0.027694,0.083099,0.137838,0.042834,0.080279,0.040629,0.086231,0.041727,0.167299,0.067298,0.0752
FBgn0085048,59.067909,71.899979,71.511787,49.221123,53.680916,65.891685,58.92804,34.284451,36.183384,58.099705,56.231934
FBgn0085065,16.020367,20.162411,18.745255,16.639368,18.337635,19.645945,16.263018,16.102463,17.964062,16.737953,15.938421
FBgn0085074,116.645462,144.949341,142.830185,128.27977,140.091278,179.521622,110.449501,140.605392,114.760323,143.655807,157.407639
FBgn0085095,5.97086,3.406506,6.036827,8.913403,5.91144,5.741725,9.16487,4.185681,5.092561,4.843102,5.909122
FBgn0085116,181.361664,191.741714,185.572205,216.126648,219.993927,245.731674,166.691406,186.31842,176.292145,225.504486,199.196625
FBgn0085134,26.436415,25.06636,25.807535,29.601234,24.724934,44.275059,23.868679,24.554695,24.956911,31.642128,30.288353
