exp species strains
-0.150757711669205 Dmel R307
-0.263698488767253 Dmel R307
-0.597370958654767 Dmel R307
-0.431810112420827 Dmel R357
-0.320858531813285 Dmel R357
-0.457512188110786 Dmel R357
-0.412751140723765 Dmel R399
-0.501500933133676 Dmel R399
-0.6835799676587 Dmel R399
-0.4941712427923 Dmel R517
-0.590100848849874 Dmel R517
-0.650712218325685 Dmel R517
0.0581295816504261 Dmel R304
-0.283488959917775 Dmel R304
-0.310129920380589 Dmel R304
-0.410129096342008 Dmel R360
-0.643984074065777 Dmel R360
0.46635887558383 Dyak Ta18
0.294121363807072 Dyak Ta18
0.486434121971907 Dyak Ta18
0.715482104151729 Dyak CY07
0.603353377854436 Dyak CY07
0.681783110511798 Dyak CY07
0.544536614390662 Dsim w501
0.399663625567168 Dsim w501
0.776573047194871 Dsim w501
0.793625755421612 Dsim FA03
0.847509954918019 Dsim FA03
0.534984860602732 Dsim FA03
