exp species strains
-1.47058676502945 Dmel R307
-0.388175632701474 Dmel R307
-0.267882284304453 Dmel R307
-0.374671323636725 Dmel R357
-0.583734828540612 Dmel R357
-0.208856823282761 Dmel R357
-0.299768256351398 Dmel R399
0.486524017014059 Dmel R399
0.192141807956763 Dmel R399
-0.228839997357451 Dmel R517
-0.106709895163053 Dmel R517
-0.23624355633491 Dmel R517
-0.567682338605359 Dmel R304
-0.605121230237802 Dmel R304
-0.0787814636954584 Dmel R304
-0.679979050107211 Dmel R360
-0.437758414891963 Dmel R360
0.778451817989452 Dyak Ta18
0.648490067059279 Dyak Ta18
0.512343467379644 Dyak Ta18
0.607637803547445 Dyak CY07
0.368589230800071 Dyak CY07
0.166035766498414 Dyak CY07
0.722182189329961 Dsim w501
0.473746511934882 Dsim w501
0.185938820573565 Dsim w501
0.485316739795156 Dsim FA03
0.092776050799735 Dsim FA03
0.814617569561659 Dsim FA03
