exp species strains
0.141748073953311 Dmel R307
0.33000963492082 Dmel R307
-0.424219125233679 Dmel R307
-0.0283772194971414 Dmel R357
-0.218807168928471 Dmel R357
-0.332517888809006 Dmel R357
-0.155959856534005 Dmel R399
-0.342985078347491 Dmel R399
-0.414501815496548 Dmel R399
0.125226267897951 Dmel R517
-0.496458288239301 Dmel R517
-0.481428477812318 Dmel R517
0.204915020464954 Dmel R304
-0.0781988397552316 Dmel R304
-0.12147663005009 Dmel R304
-0.306907104805978 Dmel R360
-0.648759335794435 Dmel R360
1.57595097476105 Dyak Ta18
1.02231931572346 Dyak Ta18
1.35959609904219 Dyak Ta18
0.657925468468758 Dyak CY07
0.182133616015784 Dyak CY07
0.476375615233325 Dyak CY07
0.0743902890986968 Dsim w501
-0.283732923804502 Dsim w501
-0.423224258605528 Dsim w501
-0.295844077340879 Dsim FA03
-0.507340242361088 Dsim FA03
-0.589852044164578 Dsim FA03
