exp species strains
-0.764675574196628 Dmel R307
-0.261413936053071 Dmel R307
0.0216983496916885 Dmel R307
-0.992420279695731 Dmel R357
-0.49694803074354 Dmel R357
-0.131122248302556 Dmel R357
-0.751790402589894 Dmel R399
-0.508706878509943 Dmel R399
-0.181921010910849 Dmel R399
-0.223240144502623 Dmel R517
-0.0211058757061195 Dmel R517
-0.366876183936775 Dmel R517
-0.577974168524153 Dmel R304
-0.761907787652878 Dmel R304
-0.181789408541139 Dmel R304
-0.829824812553536 Dmel R360
-0.536840647658822 Dmel R360
0.865228100729909 Dyak Ta18
0.875496010344358 Dyak Ta18
0.378148523473614 Dyak Ta18
0.326097912587217 Dyak CY07
0.882396480879098 Dyak CY07
0.668662352230133 Dyak CY07
-0.0325181059747016 Dsim w501
0.280230856550621 Dsim w501
0.464525682823726 Dsim w501
0.868180081965106 Dsim FA03
0.807242795295225 Dsim FA03
1.18316834948228 Dsim FA03
