exp species strains
-0.56165524815284 Dmel R307
-2.2018102579054 Dmel R307
0.851112773656588 Dmel R307
-1.30323325512857 Dmel R357
0.172295789357207 Dmel R357
0.670175805843631 Dmel R357
0.543177385292561 Dmel R399
0.851859469954186 Dmel R399
1.37613767534283 Dmel R399
0.0932167048288772 Dmel R517
-1.57313649045057 Dmel R517
0.763235689058186 Dmel R517
-0.659486641634825 Dmel R304
-0.715486978420784 Dmel R304
0.606963695032647 Dmel R304
-0.105938748065606 Dmel R360
1.20323812665721 Dmel R360
-1.07137120688765 Dyak Ta18
-0.291896008528837 Dyak Ta18
-0.732694518708134 Dyak Ta18
-0.779007665860976 Dyak CY07
-0.324349734977035 Dyak CY07
-0.140296905128687 Dyak CY07
0.358564707910379 Dsim w501
0.404543322763436 Dsim w501
0.306382363277169 Dsim w501
0.444912589948374 Dsim FA03
0.387488635011581 Dsim FA03
1.42705892591505 Dsim FA03
