exp species strains
-0.518092693013517 Dmel R307
-0.405078366424873 Dmel R307
-0.558159900812883 Dmel R307
-0.251631046185809 Dmel R357
-0.593020459802322 Dmel R357
-0.47377484850302 Dmel R357
-0.298531000109654 Dmel R399
-0.0377660876166805 Dmel R399
-0.36786372135107 Dmel R399
-0.493665693456465 Dmel R517
-0.431566821698566 Dmel R517
-0.437369447469385 Dmel R517
-0.21555081634224 Dmel R304
-0.127341784705156 Dmel R304
-0.340499117306713 Dmel R304
-0.686579107565727 Dmel R360
-0.775869203219985 Dmel R360
0.873919566081432 Dyak Ta18
0.96811551410706 Dyak Ta18
0.890795756110214 Dyak Ta18
0.818445942364113 Dyak CY07
0.96480077622889 Dyak CY07
1.1806263542608 Dyak CY07
0.477386904741921 Dsim w501
0.447334615331625 Dsim w501
0.609423776737706 Dsim w501
0.0894522108479863 Dsim FA03
-0.107324427793875 Dsim FA03
-0.200616873433829 Dsim FA03
