exp species strains
-0.380850245932699 Dmel R307
-0.283038911120746 Dmel R307
-0.736756665112018 Dmel R307
0.0120440659055499 Dmel R357
-0.452895371869478 Dmel R357
-0.189861952645525 Dmel R357
-0.326086859759039 Dmel R399
-0.323704186099633 Dmel R399
-0.409094302046263 Dmel R399
-0.025821655714012 Dmel R517
-0.231576800272941 Dmel R517
-0.832118829313642 Dmel R517
0.315523704130105 Dmel R304
-0.150863806682629 Dmel R304
-0.137486526427132 Dmel R304
-0.381970385463249 Dmel R360
-0.348247926926033 Dmel R360
0.42475600546402 Dyak Ta18
0.253242247801621 Dyak Ta18
0.375042747233688 Dyak Ta18
0.291859764352219 Dyak CY07
0.426636990637839 Dyak CY07
0.546622022323604 Dyak CY07
0.0504123417363923 Dsim w501
0.206487587181708 Dsim w501
0.277822862676616 Dsim w501
0.663668626196649 Dsim FA03
0.665867064835003 Dsim FA03
0.700388394910023 Dsim FA03
