exp species strains
0.0423292770342135 Dmel R307
-0.140318220145881 Dmel R307
-0.737748924255547 Dmel R307
0.124207731711127 Dmel R357
-0.24023687420594 Dmel R357
-0.443362621247198 Dmel R357
-0.56850433231935 Dmel R399
-0.279418002728418 Dmel R399
-0.40961652130218 Dmel R399
-0.157777149998688 Dmel R517
-0.226845763600588 Dmel R517
-0.322563022637681 Dmel R517
0.271325122683077 Dmel R304
-0.082389219391805 Dmel R304
-0.0555686257753558 Dmel R304
-0.724930044731884 Dmel R360
-1.17430137828165 Dmel R360
0.590707436346016 Dyak Ta18
0.279514625523481 Dyak Ta18
0.546961586884214 Dyak Ta18
0.0120334544342336 Dyak CY07
-0.237199352616272 Dyak CY07
-0.304579411012803 Dyak CY07
0.917317397810276 Dsim w501
0.762683109743383 Dsim w501
0.880134606042282 Dsim w501
0.614212904355276 Dsim FA03
0.627314594493673 Dsim FA03
0.436617617190007 Dsim FA03
