exp species strains
0.668181332297446 Dmel R307
0.704974355628358 Dmel R307
1.48817381876893 Dmel R307
-1.14037413717611 Dmel R357
-0.698882561905498 Dmel R357
-0.529077640929608 Dmel R357
-0.846540143986208 Dmel R399
-0.805039583194482 Dmel R399
-0.550616972638903 Dmel R399
-0.937225963721676 Dmel R517
-0.900283561129546 Dmel R517
-0.815814342915908 Dmel R517
-0.914123731947195 Dmel R304
-1.10361219786552 Dmel R304
-0.660575837813498 Dmel R304
-0.698742122228568 Dmel R360
-0.56032126467116 Dmel R360
0.45577896476839 Dyak Ta18
0.591909228925115 Dyak Ta18
0.568635878649926 Dyak Ta18
1.19188383329144 Dyak CY07
1.25763793485332 Dyak CY07
1.27934471150041 Dyak CY07
0.368342790272018 Dsim w501
0.623941915742495 Dsim w501
0.64813687193883 Dsim w501
0.437362565584235 Dsim FA03
0.395795165804689 Dsim FA03
0.481130694098292 Dsim FA03
