exp species strains
-0.840665981010154 Dmel R307
-0.876476923803953 Dmel R307
-1.4736095227088 Dmel R307
-0.999918634412376 Dmel R357
-0.95571998423324 Dmel R357
-1.31754945972367 Dmel R357
-1.11574589730475 Dmel R399
-1.47855832740356 Dmel R399
-0.879545506116183 Dmel R399
-1.02740824075592 Dmel R517
-1.01362286379598 Dmel R517
-1.40178007984705 Dmel R517
-1.28930186023668 Dmel R304
-1.03084920198328 Dmel R304
-1.21758800555783 Dmel R304
-1.14790981950396 Dmel R360
-0.801622508303731 Dmel R360
1.42577315390255 Dyak Ta18
1.26737329053502 Dyak Ta18
1.31717870568698 Dyak Ta18
1.4725291302455 Dyak CY07
1.33060716247234 Dyak CY07
1.40144962830954 Dyak CY07
1.80389933385546 Dsim w501
1.78507381535066 Dsim w501
1.87371767595486 Dsim w501
1.76320041738446 Dsim FA03
1.71205295942448 Dsim FA03
1.71501754357928 Dsim FA03
