exp species strains
-0.235276612942067 Dmel R307
-0.440140246653009 Dmel R307
0.511556806039153 Dmel R307
-1.36257496071353 Dmel R357
-0.260066506227164 Dmel R357
-0.165912517584475 Dmel R357
-0.0634908415799333 Dmel R399
0.305793883770805 Dmel R399
0.0248935638989214 Dmel R399
-0.231302492527806 Dmel R517
-0.210295256830703 Dmel R517
0.124368614456667 Dmel R517
0.0106112403432763 Dmel R304
0.103634136822212 Dmel R304
0.402138921221419 Dmel R304
-0.201390574222571 Dmel R360
-0.227524766716832 Dmel R360
-0.618668262866565 Dyak Ta18
0.0801281806400042 Dyak Ta18
-0.53690917742065 Dyak Ta18
-0.379772721560016 Dyak CY07
0.0492396523770049 Dyak CY07
0.123505294254104 Dyak CY07
0.109004492047414 Dsim w501
0.726311139252699 Dsim w501
0.554172753335534 Dsim w501
0.590033198177618 Dsim FA03
0.177644831548702 Dsim FA03
1.04028822965984 Dsim FA03
