exp species strains
1.5858097939623 Dmel R307
-0.286853377302086 Dmel R307
-1.27526625398341 Dmel R307
2.10893037866044 Dmel R357
0.782813182510734 Dmel R357
0.251561672431202 Dmel R357
1.07921755431102 Dmel R399
-1.09684241172541 Dmel R399
-1.20321025422768 Dmel R399
1.27043800851331 Dmel R517
-0.366770624110752 Dmel R517
-0.808939650523595 Dmel R517
0.0704289920470859 Dmel R304
-0.358585054312861 Dmel R304
0.129305157706254 Dmel R304
0.590086729638976 Dmel R360
-0.536209394239145 Dmel R360
0.245654550336101 Dyak Ta18
-0.441696525723466 Dyak Ta18
-0.89270229939101 Dyak Ta18
-0.162176461870418 Dyak CY07
-1.19045966224159 Dyak CY07
-1.01321968908959 Dyak CY07
2.01408234011403 Dsim w501
0.866683748373131 Dsim w501
-0.177062874409565 Dsim w501
-0.117358871184279 Dsim FA03
-0.791675324956977 Dsim FA03
-0.275983379312743 Dsim FA03
