exp species strains
2.49301072377504 Dmel R307
1.17162080481851 Dmel R307
0.404489749615063 Dmel R307
1.53893323873252 Dmel R357
-0.438377234592555 Dmel R357
-0.637723721542788 Dmel R357
0.808144973957322 Dmel R399
0.573369417025399 Dmel R399
0.0730657499265841 Dmel R399
0.289686755204959 Dmel R517
-1.11949568067663 Dmel R517
-0.992877330400878 Dmel R517
-0.124521232390081 Dmel R304
-0.0585510297309665 Dmel R304
0.422761884696183 Dmel R304
0.556564425637031 Dmel R360
0.0328114071899151 Dmel R360
0.0831087477034664 Dyak Ta18
-0.354460657077999 Dyak Ta18
0.111757766557642 Dyak Ta18
-0.382009732893368 Dyak CY07
-0.680089538055911 Dyak CY07
-0.832373161778835 Dyak CY07
-1.16167495310763 Dsim w501
0.524171078943401 Dsim w501
-1.48444732760692 Dsim w501
-0.568069699769779 Dsim FA03
1.0060154751172 Dsim FA03
-1.25484089927589 Dsim FA03
