exp species strains
-0.113411786465418 Dmel R304
-0.546339902317201 Dmel R304
-0.613052263428164 Dmel R304
-0.0482480257087616 Dmel R360
0.173686058161389 Dmel R360
-0.209594694524802 Dmel R360
0.414814829784594 Dmel R307
-0.0453659534638991 Dmel R307
-0.44002918069333 Dmel R307
0.773064563346583 Dmel R357
0.0857891283016819 Dmel R357
-0.12043926220622 Dmel R357
0.102161329159722 Dmel R399
-0.419348638945944 Dmel R399
-0.76339251300641 Dmel R399
-0.560458649197825 Dmel R517
-0.234947025786091 Dmel R517
0.0968472350066103 Dyak Ta18
-0.328342026525079 Dyak Ta18
-0.220693743999027 Dyak Ta18
0.162168402005641 Dyak CY07
-0.267049263625339 Dyak CY07
-0.620944221018059 Dyak CY07
0.803706876820417 Dsim w501
0.854974027520523 Dsim w501
0.567099094162107 Dsim w501
0.608001842997035 Dsim FA03
0.90934376364526 Dsim FA03
