exp species strains
-0.261332985392905 Dmel R304
-0.57155493050606 Dmel R304
-0.306466327108894 Dmel R304
-0.421947857385974 Dmel R360
0.282918973872821 Dmel R360
0.58242675370709 Dmel R360
-0.768055276833959 Dmel R307
0.110665327640593 Dmel R307
0.474175748958269 Dmel R307
0.477546919898097 Dmel R357
0.359502402624962 Dmel R357
0.436531683751036 Dmel R357
0.127437054553396 Dmel R399
0.454740563324989 Dmel R399
-0.0759171968222937 Dmel R399
-0.426870129450505 Dmel R517
-0.149414367928535 Dmel R517
1.20383723181259 Dyak Ta18
0.980781753595023 Dyak Ta18
0.266379834284802 Dyak Ta18
-0.411036787343069 Dyak CY07
0.71383031509474 Dyak CY07
-0.222262473524696 Dyak CY07
-0.417158239041086 Dsim w501
-1.26236952999309 Dsim w501
-1.1268245237332 Dsim w501
-0.174082052057171 Dsim FA03
0.124518114003023 Dsim FA03
