exp species strains
1.05484510545085 Dmel R304
0.377737071381286 Dmel R304
0.618187076733873 Dmel R304
0.578892171875785 Dmel R360
0.672509697601673 Dmel R360
0.355430289535506 Dmel R360
-0.0558735635044968 Dmel R307
0.240309479597549 Dmel R307
0.177384576968935 Dmel R307
0.551480299000702 Dmel R357
0.158162697863523 Dmel R357
0.316586094622266 Dmel R357
0.621939363474438 Dmel R399
0.529296898050689 Dmel R399
0.204529104209449 Dmel R399
0.384396318368944 Dmel R517
0.400317533799318 Dmel R517
-0.619315722237504 Dyak Ta18
-0.700159191861422 Dyak Ta18
-0.689870333606764 Dyak Ta18
0.0221566203568758 Dyak CY07
-0.452274953877817 Dyak CY07
-0.768236533195273 Dyak CY07
-0.662084188386498 Dsim w501
-0.844008026089118 Dsim w501
-0.926440851421249 Dsim w501
-0.884929674965072 Dsim FA03
-0.660967359746428 Dsim FA03
