exp species strains
-0.884772282606967 Dmel R304
-0.809865886047634 Dmel R304
-0.904810073823425 Dmel R304
-0.0525614128047701 Dmel R360
-0.921608201636613 Dmel R360
-0.496033411739122 Dmel R360
-0.103330216252471 Dmel R307
-1.00586020922824 Dmel R307
-0.478681018590278 Dmel R307
0.295554256057962 Dmel R357
-0.578425393955774 Dmel R357
0.10935279257613 Dmel R357
1.54951596584078 Dmel R399
-0.783697352388981 Dmel R399
-1.04527438665319 Dmel R399
-0.547674239641032 Dmel R517
-0.66449683211737 Dmel R517
0.60448327240507 Dyak Ta18
0.380236325374752 Dyak Ta18
0.497547585472438 Dyak Ta18
1.47744076704918 Dyak CY07
0.367240636575823 Dyak CY07
0.941412062119898 Dyak CY07
1.6824481147473 Dsim w501
1.37147361772383 Dsim w501
1.12790590006756 Dsim w501
-0.754913347817517 Dsim FA03
-0.372607030707336 Dsim FA03
