exp species strains
-0.160017062507922 Dmel R304
-0.0242050189313039 Dmel R304
-0.202502738998336 Dmel R304
-1.12849593900259 Dmel R360
-1.04622747979167 Dmel R360
-0.999256288194535 Dmel R360
-0.114329503978823 Dmel R307
0.0487446640313863 Dmel R307
-0.122072625515052 Dmel R307
-0.380053884064135 Dmel R357
-0.290778279318938 Dmel R357
-0.271946356658598 Dmel R357
-0.592906536805083 Dmel R399
-0.680626862960263 Dmel R399
-0.503232653144843 Dmel R399
-0.237486649076036 Dmel R517
-0.293814790477201 Dmel R517
1.29492856833936 Dyak Ta18
1.2645945581467 Dyak Ta18
1.15464216455808 Dyak Ta18
1.0059479036876 Dyak CY07
0.723287911541456 Dyak CY07
0.721268337830972 Dyak CY07
0.185152891847131 Dsim w501
0.182371479164287 Dsim w501
0.0465065879576848 Dsim w501
0.196412360177868 Dsim FA03
0.224095242142823 Dsim FA03
