exp species strains
-0.013313772151793 Dmel R304
0.438229947777902 Dmel R304
0.518514312178121 Dmel R304
0.337392500254929 Dmel R360
0.561644974857447 Dmel R360
0.436642104517625 Dmel R360
0.662063210094288 Dmel R307
0.842333118480358 Dmel R307
0.391642344416795 Dmel R307
0.132315510079962 Dmel R357
-0.00827499589335095 Dmel R357
0.0884194574776875 Dmel R357
0.350781072717796 Dmel R399
0.300654910838646 Dmel R399
0.219453187538705 Dmel R399
0.10858825468135 Dmel R517
0.352439975404654 Dmel R517
-0.164215257727019 Dyak Ta18
0.100248761350143 Dyak Ta18
-0.14042582598157 Dyak Ta18
0.363941060363785 Dyak CY07
0.107895006681524 Dyak CY07
-0.143101110701355 Dyak CY07
-1.229201167048 Dsim w501
-1.37498789508312 Dsim w501
-1.2124461376958 Dsim w501
-1.1660762008458 Dsim FA03
-0.861157346583904 Dsim FA03
