exp species strains
0.526259712202743 Dmel R304
0.562059097710145 Dmel R304
0.938452628635344 Dmel R304
0.315931548928274 Dmel R360
0.0605591109845701 Dmel R360
0.702090987337997 Dmel R360
0.0890786054042703 Dmel R307
-0.0598394477532293 Dmel R307
-0.12036266475488 Dmel R307
0.336785633827627 Dmel R357
1.10614236735315 Dmel R357
0.805628492987465 Dmel R357
0.303458032085506 Dmel R399
0.896024411148158 Dmel R399
0.796152244580548 Dmel R399
1.05981709608956 Dmel R517
1.09026761048469 Dmel R517
-0.916583486414944 Dyak Ta18
-0.511289531432909 Dyak Ta18
-0.323324251059994 Dyak Ta18
-1.30107296555878 Dyak CY07
-0.428862884361104 Dyak CY07
-0.225830412032514 Dyak CY07
-0.990741191158453 Dsim w501
-0.908332952667668 Dsim w501
-1.124704963851 Dsim w501
-1.45608741310223 Dsim FA03
-1.22167541561236 Dsim FA03
