exp species strains
-0.34393770371013 Dmel R304
-0.0582293330478096 Dmel R304
-0.12183505551923 Dmel R304
-0.520951847783709 Dmel R360
-0.348198093220676 Dmel R360
-0.231323149405083 Dmel R360
-0.483421853132788 Dmel R307
-0.567334756535466 Dmel R307
-0.252512069133835 Dmel R307
-0.867263601213568 Dmel R357
-0.254774903708147 Dmel R357
-0.345439173129384 Dmel R357
-0.244692835007368 Dmel R399
-0.171568055044348 Dmel R399
-0.206729774773519 Dmel R399
-0.0313511856930638 Dmel R517
-0.202062085305376 Dmel R517
0.822606474086257 Dyak Ta18
0.909279453931756 Dyak Ta18
0.891301062942154 Dyak Ta18
0.927815458283047 Dyak CY07
1.23855031950773 Dyak CY07
1.39151679657652 Dyak CY07
-0.307593439780387 Dsim w501
-0.168933253780708 Dsim w501
-0.14045443155916 Dsim w501
-0.241537631672454 Dsim FA03
-0.0709253331712594 Dsim FA03
