exp species strains
-0.432935036005762 Dmel R304
-0.365215244359229 Dmel R304
-0.024132723093532 Dmel R304
0.885814163678197 Dmel R360
-0.122338563250828 Dmel R360
0.201737374936378 Dmel R360
1.24542982780912 Dmel R307
0.186389785965203 Dmel R307
0.478857797892507 Dmel R307
0.223727852634877 Dmel R357
-0.810306419851571 Dmel R357
-0.403962029041036 Dmel R357
0.911935962771036 Dmel R399
1.05175751117637 Dmel R399
0.801563578362036 Dmel R399
-0.72302563802721 Dmel R517
-0.570334450773874 Dmel R517
1.07663727625996 Dyak Ta18
1.03122542984082 Dyak Ta18
1.00367874606431 Dyak Ta18
0.270644224015381 Dyak CY07
0.413486662554198 Dyak CY07
0.743134364682006 Dyak CY07
-0.933651609370626 Dsim w501
-1.26630094414658 Dsim w501
-1.02649468513838 Dsim w501
-2.07216210760264 Dsim FA03
-1.77516110798113 Dsim FA03
