exp species strains
-1.02218365233026 Dmel R304
-1.29023649959162 Dmel R304
-0.557706220578114 Dmel R304
-1.10757667222563 Dmel R360
-1.34883560773676 Dmel R360
-0.94588171336855 Dmel R360
0.202620771461032 Dmel R307
0.0655258671438414 Dmel R307
0.157878258331735 Dmel R307
-0.266841379744537 Dmel R357
-0.00352311629936899 Dmel R357
0.338619275605542 Dmel R357
0.341006140734636 Dmel R399
0.464661658991728 Dmel R399
0.216668300785679 Dmel R399
-2.44946930429927 Dmel R517
-5.32021852526749 Dmel R517
-0.392838124934654 Dyak Ta18
-0.16291330364076 Dyak Ta18
-0.336009317599417 Dyak Ta18
-0.534456645605279 Dyak CY07
-0.080390666469196 Dyak CY07
-0.383767437267116 Dyak CY07
2.84866323241549 Dsim w501
2.98697680126134 Dsim w501
2.93483936398817 Dsim w501
2.85500669369498 Dsim FA03
2.79038182254384 Dsim FA03
