exp species strains
-0.166137625800964 Dmel R304
-0.196556675521949 Dmel R304
-0.316627055062416 Dmel R304
-0.779341899591091 Dmel R360
-0.707734673991135 Dmel R360
-0.691438216726485 Dmel R360
-0.614292993911968 Dmel R307
-0.543583272797009 Dmel R307
-0.537633332400112 Dmel R307
0.350185844405473 Dmel R357
0.225421849590376 Dmel R357
-0.00299616025934623 Dmel R357
-0.485263836878166 Dmel R399
-0.359376427594002 Dmel R399
-0.533344374708595 Dmel R399
-0.551123831404068 Dmel R517
-0.538392288690518 Dmel R517
0.324075726966177 Dyak Ta18
0.278910951798853 Dyak Ta18
0.135037231578815 Dyak Ta18
0.5466442718395 Dyak CY07
0.101744530825131 Dyak CY07
0.086452073525119 Dyak CY07
0.470750258497026 Dsim w501
1.11758823223902 Dsim w501
0.626887935315872 Dsim w501
1.37082500904377 Dsim FA03
1.38931874971267 Dsim FA03
