exp species strains
-0.637522635922052 Dmel R304
-0.439803223201538 Dmel R304
0.132318346480899 Dmel R304
-0.651995649501629 Dmel R360
-0.333746831169106 Dmel R360
-0.493712924367074 Dmel R360
0.429319056478292 Dmel R307
0.131097265416882 Dmel R307
0.66204433203174 Dmel R307
-0.437418495377085 Dmel R357
-0.228628049985096 Dmel R357
-0.180890685954751 Dmel R357
-0.153853026672448 Dmel R399
-0.26453210300479 Dmel R399
-0.286615069825845 Dmel R399
0.942665950281806 Dmel R517
0.345271219575644 Dmel R517
0.47061575454799 Dyak Ta18
0.366319741029119 Dyak Ta18
0.48675315506904 Dyak Ta18
-0.451679377152463 Dyak CY07
-0.113353682647971 Dyak CY07
-0.204619706321082 Dyak CY07
0.203216733321737 Dsim w501
0.248573287093088 Dsim w501
0.344823392103687 Dsim w501
-0.0634227704304178 Dsim FA03
0.178775998103436 Dsim FA03
