exp species strains
0.164555237314989 Dmel R304
0.374772274022627 Dmel R304
-0.042144566963057 Dmel R304
0.139545411442519 Dmel R360
0.270095333027973 Dmel R360
-0.0714615330713347 Dmel R360
0.374405912152133 Dmel R307
0.598539055630952 Dmel R307
0.143224294035952 Dmel R307
1.05483142907715 Dmel R357
0.218424432174034 Dmel R357
0.228297489246145 Dmel R357
0.243213599834905 Dmel R399
-0.191856999415894 Dmel R399
-0.245935437131665 Dmel R399
-0.24148427580146 Dmel R517
-0.353345141102802 Dmel R517
-0.275575865725129 Dyak Ta18
-0.48563866527897 Dyak Ta18
-0.598612920413961 Dyak Ta18
-0.102656551829559 Dyak CY07
-0.845869878709754 Dyak CY07
-1.01878925040528 Dyak CY07
0.425904851449521 Dsim w501
0.353831562469165 Dsim w501
0.143494755132339 Dsim w501
-0.30816332484865 Dsim FA03
0.0483987736871721 Dsim FA03
