exp species strains
-0.281623776789723 Dmel R304
-0.322191454041499 Dmel R304
-0.526342986186752 Dmel R304
-0.0976696327293624 Dmel R360
0.214382672413754 Dmel R360
-0.23103191581728 Dmel R360
0.434669405187843 Dmel R307
0.579385968708283 Dmel R307
0.19712473189074 Dmel R307
0.0217457161578547 Dmel R357
-0.59309507785753 Dmel R357
-0.460370204468129 Dmel R357
-0.470190789659793 Dmel R399
-0.66153831200774 Dmel R399
-0.284384609934017 Dmel R399
-0.0693364041069572 Dmel R517
-0.282171505134196 Dmel R517
0.204409761121747 Dyak Ta18
-0.147672811857467 Dyak Ta18
-0.17546104186769 Dyak Ta18
0.284618479677863 Dyak CY07
-0.406078671354357 Dyak CY07
-0.185290456599065 Dyak CY07
0.928974646099474 Dsim w501
0.63721329487187 Dsim w501
0.950824789828384 Dsim w501
0.0852797221507609 Dsim FA03
0.655820462302958 Dsim FA03
