exp species strains
-0.397969054459187 Dmel R304
-0.15320962247557 Dmel R304
-0.336380203126669 Dmel R304
-0.166796402498596 Dmel R360
-0.587004693755816 Dmel R360
-0.480089716267928 Dmel R360
0.312809343711798 Dmel R307
0.576781899616638 Dmel R307
-0.314983342425098 Dmel R307
0.680428274394732 Dmel R357
0.0254105010483738 Dmel R357
0.336968747932224 Dmel R357
-0.242870760939191 Dmel R399
-0.596129301245383 Dmel R399
-0.340908764825617 Dmel R399
-0.526221168308501 Dmel R517
-0.706200484482311 Dmel R517
0.0915793654525804 Dyak Ta18
0.738914934340312 Dyak Ta18
0.396024808448403 Dyak Ta18
0.0549023584916676 Dyak CY07
-0.307051660109284 Dyak CY07
-0.595732168813657 Dyak CY07
0.717874544887489 Dsim w501
0.675190162109894 Dsim w501
0.83442069741715 Dsim w501
0.119088655208464 Dsim FA03
0.191153050673096 Dsim FA03
