exp species strains
-0.556202935213232 Dmel R304
-0.407587917530644 Dmel R304
-0.55837636725934 Dmel R304
-0.328620538128389 Dmel R360
-0.204569465509299 Dmel R360
-0.179428626266518 Dmel R360
-0.35899676909426 Dmel R307
-0.31730469681775 Dmel R307
-0.458380532195422 Dmel R307
-0.548877338390531 Dmel R357
-0.640234312922839 Dmel R357
-0.621887462984055 Dmel R357
0.116619602485097 Dmel R399
0.0306548466603964 Dmel R399
0.158067056228444 Dmel R399
-0.447167088009917 Dmel R517
-0.379661033730789 Dmel R517
1.15323760251436 Dyak Ta18
0.911109982232063 Dyak Ta18
0.979753827138028 Dyak Ta18
0.0700631387416142 Dyak CY07
0.168581361072582 Dyak CY07
-0.14274523952318 Dyak CY07
0.993438357047521 Dsim w501
0.832668646766161 Dsim w501
0.872011626244664 Dsim w501
-0.167248587994432 Dsim FA03
0.0310828644396884 Dsim FA03
