exp species strains
-0.840107456954776 Dmel R304
-0.875317099001639 Dmel R304
-1.1962980436199 Dmel R304
0.0716400622662879 Dmel R360
0.301623276837359 Dmel R360
-0.00745652453452498 Dmel R360
-0.116126254709265 Dmel R307
-0.239362848114854 Dmel R307
-0.0301806720705087 Dmel R307
0.249283705004188 Dmel R357
-0.00218234904825532 Dmel R357
0.363614032812218 Dmel R357
0.306561469979803 Dmel R399
0.197031366573566 Dmel R399
0.27979261258168 Dmel R399
-0.559815883902603 Dmel R517
-0.727313163072931 Dmel R517
0.76735606978487 Dyak Ta18
0.794519101081119 Dyak Ta18
0.930787490424236 Dyak Ta18
0.15056383200642 Dyak CY07
0.600705169226971 Dyak CY07
0.168775931079017 Dyak CY07
-0.201550517949543 Dsim w501
0.0141417178218142 Dsim w501
-0.0182731013189937 Dsim w501
-0.232132707098586 Dsim FA03
-0.150279216083152 Dsim FA03
